mouse_gene,marmoset_gene
ENSMUSG00000076710,ENSCJAG00000078829
ENSMUSG00000076710,ENSCJAG00000076412
ENSMUSG00000076710,ENSCJAG00000082872
ENSMUSG00000076710,ENSCJAG00000075647
ENSMUSG00000076710,ENSCJAG00000077463
ENSMUSG00000076710,ENSCJAG00000082480
ENSMUSG00000076710,ENSCJAG00000072999
ENSMUSG00000076710,ENSCJAG00000080397
ENSMUSG00000076710,ENSCJAG00000044155
ENSMUSG00000076710,ENSCJAG00000072566
ENSMUSG00000076710,ENSCJAG00000074685
ENSMUSG00000076710,ENSCJAG00000073570
ENSMUSG00000076710,ENSCJAG00000069729
ENSMUSG00000076710,ENSCJAG00000080709
ENSMUSG00000076710,ENSCJAG00000057942
ENSMUSG00000076710,ENSCJAG00000071911
ENSMUSG00000076710,ENSCJAG00000072663
ENSMUSG00000076710,ENSCJAG00000067041
ENSMUSG00000076710,ENSCJAG00000074322
ENSMUSG00000076710,ENSCJAG00000084680
ENSMUSG00000076710,ENSCJAG00000076210
ENSMUSG00000076710,ENSCJAG00000085672
ENSMUSG00000102364,ENSCJAG00000085585
ENSMUSG00000102364,ENSCJAG00000073412
ENSMUSG00000027470,ENSCJAG00000020773
ENSMUSG00000017195,ENSCJAG00000039193
ENSMUSG00000094198,ENSCJAG00000078829
ENSMUSG00000094198,ENSCJAG00000076412
ENSMUSG00000094198,ENSCJAG00000082872
ENSMUSG00000094198,ENSCJAG00000075647
ENSMUSG00000094198,ENSCJAG00000077463
ENSMUSG00000094198,ENSCJAG00000082480
ENSMUSG00000094198,ENSCJAG00000072999
ENSMUSG00000094198,ENSCJAG00000080397
ENSMUSG00000094198,ENSCJAG00000044155
ENSMUSG00000094198,ENSCJAG00000072566
ENSMUSG00000094198,ENSCJAG00000074685
ENSMUSG00000094198,ENSCJAG00000073570
ENSMUSG00000094198,ENSCJAG00000069729
ENSMUSG00000094198,ENSCJAG00000080709
ENSMUSG00000094198,ENSCJAG00000057942
ENSMUSG00000094198,ENSCJAG00000071911
ENSMUSG00000094198,ENSCJAG00000072663
ENSMUSG00000094198,ENSCJAG00000067041
ENSMUSG00000094198,ENSCJAG00000074322
ENSMUSG00000094198,ENSCJAG00000084680
ENSMUSG00000094198,ENSCJAG00000076210
ENSMUSG00000094198,ENSCJAG00000085672
ENSMUSG00002074875,ENSCJAG00000071683
ENSMUSG00000106147,ENSCJAG00000028914
ENSMUSG00000004317,ENSCJAG00000002945
ENSMUSG00000075232,ENSCJAG00000058614
ENSMUSG00000075232,ENSCJAG00000005257
ENSMUSG00000075232,ENSCJAG00000069955
ENSMUSG00000093894,ENSCJAG00000078829
ENSMUSG00000093894,ENSCJAG00000076412
ENSMUSG00000093894,ENSCJAG00000082872
ENSMUSG00000093894,ENSCJAG00000075647
ENSMUSG00000093894,ENSCJAG00000077463
ENSMUSG00000093894,ENSCJAG00000082480
ENSMUSG00000093894,ENSCJAG00000072999
ENSMUSG00000093894,ENSCJAG00000080397
ENSMUSG00000093894,ENSCJAG00000044155
ENSMUSG00000093894,ENSCJAG00000072566
ENSMUSG00000093894,ENSCJAG00000074685
ENSMUSG00000093894,ENSCJAG00000073570
ENSMUSG00000093894,ENSCJAG00000069729
ENSMUSG00000093894,ENSCJAG00000080709
ENSMUSG00000093894,ENSCJAG00000057942
ENSMUSG00000093894,ENSCJAG00000071911
ENSMUSG00000093894,ENSCJAG00000072663
ENSMUSG00000093894,ENSCJAG00000067041
ENSMUSG00000093894,ENSCJAG00000074322
ENSMUSG00000093894,ENSCJAG00000084680
ENSMUSG00000093894,ENSCJAG00000076210
ENSMUSG00000093894,ENSCJAG00000085672
ENSMUSG00000094505,ENSCJAG00000085585
ENSMUSG00000094505,ENSCJAG00000073412
ENSMUSG00000039385,ENSCJAG00000018954
ENSMUSG00000094787,ENSCJAG00000078829
ENSMUSG00000094787,ENSCJAG00000076412
ENSMUSG00000094787,ENSCJAG00000082872
ENSMUSG00000094787,ENSCJAG00000075647
ENSMUSG00000094787,ENSCJAG00000077463
ENSMUSG00000094787,ENSCJAG00000082480
ENSMUSG00000094787,ENSCJAG00000072999
ENSMUSG00000094787,ENSCJAG00000080397
ENSMUSG00000094787,ENSCJAG00000044155
ENSMUSG00000094787,ENSCJAG00000072566
ENSMUSG00000094787,ENSCJAG00000074685
ENSMUSG00000094787,ENSCJAG00000073570
ENSMUSG00000094787,ENSCJAG00000069729
ENSMUSG00000094787,ENSCJAG00000080709
ENSMUSG00000094787,ENSCJAG00000057942
ENSMUSG00000094787,ENSCJAG00000071911
ENSMUSG00000094787,ENSCJAG00000072663
ENSMUSG00000094787,ENSCJAG00000067041
ENSMUSG00000094787,ENSCJAG00000074322
ENSMUSG00000094787,ENSCJAG00000084680
ENSMUSG00000094787,ENSCJAG00000076210
ENSMUSG00000094787,ENSCJAG00000085672
ENSMUSG00000074676,ENSCJAG00000023288
ENSMUSG00000000305,ENSCJAG00000042612
ENSMUSG00000095589,ENSCJAG00000078829
ENSMUSG00000095589,ENSCJAG00000076412
ENSMUSG00000095589,ENSCJAG00000082872
ENSMUSG00000095589,ENSCJAG00000075647
ENSMUSG00000095589,ENSCJAG00000077463
ENSMUSG00000095589,ENSCJAG00000082480
ENSMUSG00000095589,ENSCJAG00000072999
ENSMUSG00000095589,ENSCJAG00000080397
ENSMUSG00000095589,ENSCJAG00000044155
ENSMUSG00000095589,ENSCJAG00000072566
ENSMUSG00000095589,ENSCJAG00000074685
ENSMUSG00000095589,ENSCJAG00000073570
ENSMUSG00000095589,ENSCJAG00000069729
ENSMUSG00000095589,ENSCJAG00000080709
ENSMUSG00000095589,ENSCJAG00000057942
ENSMUSG00000095589,ENSCJAG00000071911
ENSMUSG00000095589,ENSCJAG00000072663
ENSMUSG00000095589,ENSCJAG00000067041
ENSMUSG00000095589,ENSCJAG00000074322
ENSMUSG00000095589,ENSCJAG00000084680
ENSMUSG00000095589,ENSCJAG00000076210
ENSMUSG00000095589,ENSCJAG00000085672
ENSMUSG00000062248,ENSCJAG00000044458
ENSMUSG00000062248,ENSCJAG00000082907
ENSMUSG00000094862,ENSCJAG00000078829
ENSMUSG00000094862,ENSCJAG00000076412
ENSMUSG00000094862,ENSCJAG00000082872
ENSMUSG00000094862,ENSCJAG00000075647
ENSMUSG00000094862,ENSCJAG00000077463
ENSMUSG00000094862,ENSCJAG00000082480
ENSMUSG00000094862,ENSCJAG00000072999
ENSMUSG00000094862,ENSCJAG00000080397
ENSMUSG00000094862,ENSCJAG00000044155
ENSMUSG00000094862,ENSCJAG00000072566
ENSMUSG00000094862,ENSCJAG00000074685
ENSMUSG00000094862,ENSCJAG00000073570
ENSMUSG00000094862,ENSCJAG00000069729
ENSMUSG00000094862,ENSCJAG00000080709
ENSMUSG00000094862,ENSCJAG00000057942
ENSMUSG00000094862,ENSCJAG00000071911
ENSMUSG00000094862,ENSCJAG00000072663
ENSMUSG00000094862,ENSCJAG00000067041
ENSMUSG00000094862,ENSCJAG00000074322
ENSMUSG00000094862,ENSCJAG00000084680
ENSMUSG00000094862,ENSCJAG00000076210
ENSMUSG00000094862,ENSCJAG00000085672
ENSMUSG00000064672,ENSCJAG00000074823
ENSMUSG00000064672,ENSCJAG00000072965
ENSMUSG00000064672,ENSCJAG00000082692
ENSMUSG00000021710,ENSCJAG00000015865
ENSMUSG00000104452,ENSCJAG00000085585
ENSMUSG00000104452,ENSCJAG00000073412
ENSMUSG00000095889,ENSCJAG00000078829
ENSMUSG00000095889,ENSCJAG00000076412
ENSMUSG00000095889,ENSCJAG00000082872
ENSMUSG00000095889,ENSCJAG00000075647
ENSMUSG00000095889,ENSCJAG00000077463
ENSMUSG00000095889,ENSCJAG00000082480
ENSMUSG00000095889,ENSCJAG00000072999
ENSMUSG00000095889,ENSCJAG00000080397
ENSMUSG00000095889,ENSCJAG00000044155
ENSMUSG00000095889,ENSCJAG00000072566
ENSMUSG00000095889,ENSCJAG00000074685
ENSMUSG00000095889,ENSCJAG00000073570
ENSMUSG00000095889,ENSCJAG00000069729
ENSMUSG00000095889,ENSCJAG00000080709
ENSMUSG00000095889,ENSCJAG00000057942
ENSMUSG00000095889,ENSCJAG00000071911
ENSMUSG00000095889,ENSCJAG00000072663
ENSMUSG00000095889,ENSCJAG00000067041
ENSMUSG00000095889,ENSCJAG00000074322
ENSMUSG00000095889,ENSCJAG00000084680
ENSMUSG00000095889,ENSCJAG00000076210
ENSMUSG00000095889,ENSCJAG00000085672
ENSMUSG00000062906,ENSCJAG00000003337
ENSMUSG00000031723,ENSCJAG00000015100
ENSMUSG00000020121,ENSCJAG00000014842
ENSMUSG00000075701,ENSCJAG00000017258
ENSMUSG00000094087,ENSCJAG00000078829
ENSMUSG00000094087,ENSCJAG00000076412
ENSMUSG00000094087,ENSCJAG00000082872
ENSMUSG00000094087,ENSCJAG00000075647
ENSMUSG00000094087,ENSCJAG00000077463
ENSMUSG00000094087,ENSCJAG00000082480
ENSMUSG00000094087,ENSCJAG00000072999
ENSMUSG00000094087,ENSCJAG00000080397
ENSMUSG00000094087,ENSCJAG00000044155
ENSMUSG00000094087,ENSCJAG00000072566
ENSMUSG00000094087,ENSCJAG00000074685
ENSMUSG00000094087,ENSCJAG00000073570
ENSMUSG00000094087,ENSCJAG00000069729
ENSMUSG00000094087,ENSCJAG00000080709
ENSMUSG00000094087,ENSCJAG00000057942
ENSMUSG00000094087,ENSCJAG00000071911
ENSMUSG00000094087,ENSCJAG00000072663
ENSMUSG00000094087,ENSCJAG00000067041
ENSMUSG00000094087,ENSCJAG00000074322
ENSMUSG00000094087,ENSCJAG00000084680
ENSMUSG00000094087,ENSCJAG00000076210
ENSMUSG00000094087,ENSCJAG00000085672
ENSMUSG00000102313,ENSCJAG00000078829
ENSMUSG00000102313,ENSCJAG00000076412
ENSMUSG00000102313,ENSCJAG00000082872
ENSMUSG00000102313,ENSCJAG00000075647
ENSMUSG00000102313,ENSCJAG00000077463
ENSMUSG00000102313,ENSCJAG00000082480
ENSMUSG00000102313,ENSCJAG00000072999
ENSMUSG00000102313,ENSCJAG00000080397
ENSMUSG00000102313,ENSCJAG00000044155
ENSMUSG00000102313,ENSCJAG00000072566
ENSMUSG00000102313,ENSCJAG00000074685
ENSMUSG00000102313,ENSCJAG00000073570
ENSMUSG00000102313,ENSCJAG00000069729
ENSMUSG00000102313,ENSCJAG00000080709
ENSMUSG00000102313,ENSCJAG00000057942
ENSMUSG00000102313,ENSCJAG00000071911
ENSMUSG00000102313,ENSCJAG00000072663
ENSMUSG00000102313,ENSCJAG00000067041
ENSMUSG00000102313,ENSCJAG00000074322
ENSMUSG00000102313,ENSCJAG00000084680
ENSMUSG00000102313,ENSCJAG00000076210
ENSMUSG00000102313,ENSCJAG00000085672
ENSMUSG00000038515,ENSCJAG00000006915
ENSMUSG00000042662,ENSCJAG00000020772
ENSMUSG00000096078,ENSCJAG00000078829
ENSMUSG00000096078,ENSCJAG00000076412
ENSMUSG00000096078,ENSCJAG00000082872
ENSMUSG00000096078,ENSCJAG00000075647
ENSMUSG00000096078,ENSCJAG00000077463
ENSMUSG00000096078,ENSCJAG00000082480
ENSMUSG00000096078,ENSCJAG00000072999
ENSMUSG00000096078,ENSCJAG00000080397
ENSMUSG00000096078,ENSCJAG00000044155
ENSMUSG00000096078,ENSCJAG00000072566
ENSMUSG00000096078,ENSCJAG00000074685
ENSMUSG00000096078,ENSCJAG00000073570
ENSMUSG00000096078,ENSCJAG00000069729
ENSMUSG00000096078,ENSCJAG00000080709
ENSMUSG00000096078,ENSCJAG00000057942
ENSMUSG00000096078,ENSCJAG00000071911
ENSMUSG00000096078,ENSCJAG00000072663
ENSMUSG00000096078,ENSCJAG00000067041
ENSMUSG00000096078,ENSCJAG00000074322
ENSMUSG00000096078,ENSCJAG00000084680
ENSMUSG00000096078,ENSCJAG00000076210
ENSMUSG00000096078,ENSCJAG00000085672
ENSMUSG00000096767,ENSCJAG00000078829
ENSMUSG00000096767,ENSCJAG00000076412
ENSMUSG00000096767,ENSCJAG00000082872
ENSMUSG00000096767,ENSCJAG00000075647
ENSMUSG00000096767,ENSCJAG00000077463
ENSMUSG00000096767,ENSCJAG00000082480
ENSMUSG00000096767,ENSCJAG00000072999
ENSMUSG00000096767,ENSCJAG00000080397
ENSMUSG00000096767,ENSCJAG00000044155
ENSMUSG00000096767,ENSCJAG00000072566
ENSMUSG00000096767,ENSCJAG00000074685
ENSMUSG00000096767,ENSCJAG00000073570
ENSMUSG00000096767,ENSCJAG00000069729
ENSMUSG00000096767,ENSCJAG00000080709
ENSMUSG00000096767,ENSCJAG00000057942
ENSMUSG00000096767,ENSCJAG00000071911
ENSMUSG00000096767,ENSCJAG00000072663
ENSMUSG00000096767,ENSCJAG00000067041
ENSMUSG00000096767,ENSCJAG00000074322
ENSMUSG00000096767,ENSCJAG00000084680
ENSMUSG00000096767,ENSCJAG00000076210
ENSMUSG00000096767,ENSCJAG00000085672
ENSMUSG00000089127,ENSCJAG00000032794
ENSMUSG00000070108,ENSCJAG00000052516
ENSMUSG00000065398,ENSCJAG00000030572
ENSMUSG00000070139,ENSCJAG00000026634
ENSMUSG00000046269,ENSCJAG00000002942
ENSMUSG00000095117,ENSCJAG00000085585
ENSMUSG00000095117,ENSCJAG00000073412
ENSMUSG00000038997,ENSCJAG00000006817
ENSMUSG00000024091,ENSCJAG00000004552
ENSMUSG00000021066,ENSCJAG00000006480
ENSMUSG00000032640,ENSCJAG00000058237
ENSMUSG00000042684,ENSCJAG00000004793
ENSMUSG00000033460,ENSCJAG00000019667
ENSMUSG00000024491,ENSCJAG00000021308
ENSMUSG00000039735,ENSCJAG00000017821
ENSMUSG00000035139,ENSCJAG00000007806
ENSMUSG00000039117,ENSCJAG00000014438
ENSMUSG00000101337,ENSCJAG00000003569
ENSMUSG00000050612,ENSCJAG00000085038
ENSMUSG00000020463,ENSCJAG00000009837
ENSMUSG00000056515,ENSCJAG00000048382
ENSMUSG00000056515,ENSCJAG00000074368
ENSMUSG00000034620,ENSCJAG00000066329
ENSMUSG00000096672,ENSCJAG00000078829
ENSMUSG00000096672,ENSCJAG00000076412
ENSMUSG00000096672,ENSCJAG00000082872
ENSMUSG00000096672,ENSCJAG00000075647
ENSMUSG00000096672,ENSCJAG00000077463
ENSMUSG00000096672,ENSCJAG00000082480
ENSMUSG00000096672,ENSCJAG00000072999
ENSMUSG00000096672,ENSCJAG00000080397
ENSMUSG00000096672,ENSCJAG00000044155
ENSMUSG00000096672,ENSCJAG00000072566
ENSMUSG00000096672,ENSCJAG00000074685
ENSMUSG00000096672,ENSCJAG00000073570
ENSMUSG00000096672,ENSCJAG00000069729
ENSMUSG00000096672,ENSCJAG00000080709
ENSMUSG00000096672,ENSCJAG00000057942
ENSMUSG00000096672,ENSCJAG00000071911
ENSMUSG00000096672,ENSCJAG00000072663
ENSMUSG00000096672,ENSCJAG00000067041
ENSMUSG00000096672,ENSCJAG00000074322
ENSMUSG00000096672,ENSCJAG00000084680
ENSMUSG00000096672,ENSCJAG00000076210
ENSMUSG00000096672,ENSCJAG00000085672
ENSMUSG00000015133,ENSCJAG00000017202
ENSMUSG00000094088,ENSCJAG00000078829
ENSMUSG00000094088,ENSCJAG00000076412
ENSMUSG00000094088,ENSCJAG00000082872
ENSMUSG00000094088,ENSCJAG00000075647
ENSMUSG00000094088,ENSCJAG00000077463
ENSMUSG00000094088,ENSCJAG00000082480
ENSMUSG00000094088,ENSCJAG00000072999
ENSMUSG00000094088,ENSCJAG00000080397
ENSMUSG00000094088,ENSCJAG00000044155
ENSMUSG00000094088,ENSCJAG00000072566
ENSMUSG00000094088,ENSCJAG00000074685
ENSMUSG00000094088,ENSCJAG00000073570
ENSMUSG00000094088,ENSCJAG00000069729
ENSMUSG00000094088,ENSCJAG00000080709
ENSMUSG00000094088,ENSCJAG00000057942
ENSMUSG00000094088,ENSCJAG00000071911
ENSMUSG00000094088,ENSCJAG00000072663
ENSMUSG00000094088,ENSCJAG00000067041
ENSMUSG00000094088,ENSCJAG00000074322
ENSMUSG00000094088,ENSCJAG00000084680
ENSMUSG00000094088,ENSCJAG00000076210
ENSMUSG00000094088,ENSCJAG00000085672
ENSMUSG00000061950,ENSCJAG00000004459
ENSMUSG00000033054,ENSCJAG00000010132
ENSMUSG00000021067,ENSCJAG00000006590
ENSMUSG00000030268,ENSCJAG00000044064
ENSMUSG00000038481,ENSCJAG00000005299
ENSMUSG00000025986,ENSCJAG00000003534
ENSMUSG00000039108,ENSCJAG00000014434
ENSMUSG00000050394,ENSCJAG00000019673
ENSMUSG00000095170,ENSCJAG00000085585
ENSMUSG00000095170,ENSCJAG00000073412
ENSMUSG00000038372,ENSCJAG00000019610
ENSMUSG00002075853,ENSCJAG00000032916
ENSMUSG00002075853,ENSCJAG00000079138
ENSMUSG00000031722,ENSCJAG00000015091
ENSMUSG00000095519,ENSCJAG00000078829
ENSMUSG00000095519,ENSCJAG00000076412
ENSMUSG00000095519,ENSCJAG00000082872
ENSMUSG00000095519,ENSCJAG00000075647
ENSMUSG00000095519,ENSCJAG00000077463
ENSMUSG00000095519,ENSCJAG00000082480
ENSMUSG00000095519,ENSCJAG00000072999
ENSMUSG00000095519,ENSCJAG00000080397
ENSMUSG00000095519,ENSCJAG00000044155
ENSMUSG00000095519,ENSCJAG00000072566
ENSMUSG00000095519,ENSCJAG00000074685
ENSMUSG00000095519,ENSCJAG00000073570
ENSMUSG00000095519,ENSCJAG00000069729
ENSMUSG00000095519,ENSCJAG00000080709
ENSMUSG00000095519,ENSCJAG00000057942
ENSMUSG00000095519,ENSCJAG00000071911
ENSMUSG00000095519,ENSCJAG00000072663
ENSMUSG00000095519,ENSCJAG00000067041
ENSMUSG00000095519,ENSCJAG00000074322
ENSMUSG00000095519,ENSCJAG00000084680
ENSMUSG00000095519,ENSCJAG00000076210
ENSMUSG00000095519,ENSCJAG00000085672
ENSMUSG00000095863,ENSCJAG00000078829
ENSMUSG00000095863,ENSCJAG00000076412
ENSMUSG00000095863,ENSCJAG00000082872
ENSMUSG00000095863,ENSCJAG00000075647
ENSMUSG00000095863,ENSCJAG00000077463
ENSMUSG00000095863,ENSCJAG00000082480
ENSMUSG00000095863,ENSCJAG00000072999
ENSMUSG00000095863,ENSCJAG00000080397
ENSMUSG00000095863,ENSCJAG00000044155
ENSMUSG00000095863,ENSCJAG00000072566
ENSMUSG00000095863,ENSCJAG00000074685
ENSMUSG00000095863,ENSCJAG00000073570
ENSMUSG00000095863,ENSCJAG00000069729
ENSMUSG00000095863,ENSCJAG00000080709
ENSMUSG00000095863,ENSCJAG00000057942
ENSMUSG00000095863,ENSCJAG00000071911
ENSMUSG00000095863,ENSCJAG00000072663
ENSMUSG00000095863,ENSCJAG00000067041
ENSMUSG00000095863,ENSCJAG00000074322
ENSMUSG00000095863,ENSCJAG00000084680
ENSMUSG00000095863,ENSCJAG00000076210
ENSMUSG00000095863,ENSCJAG00000085672
ENSMUSG00000005125,ENSCJAG00000004715
ENSMUSG00000039556,ENSCJAG00000002866
ENSMUSG00000096577,ENSCJAG00000078829
ENSMUSG00000096577,ENSCJAG00000076412
ENSMUSG00000096577,ENSCJAG00000082872
ENSMUSG00000096577,ENSCJAG00000075647
ENSMUSG00000096577,ENSCJAG00000077463
ENSMUSG00000096577,ENSCJAG00000082480
ENSMUSG00000096577,ENSCJAG00000072999
ENSMUSG00000096577,ENSCJAG00000080397
ENSMUSG00000096577,ENSCJAG00000044155
ENSMUSG00000096577,ENSCJAG00000072566
ENSMUSG00000096577,ENSCJAG00000074685
ENSMUSG00000096577,ENSCJAG00000073570
ENSMUSG00000096577,ENSCJAG00000069729
ENSMUSG00000096577,ENSCJAG00000080709
ENSMUSG00000096577,ENSCJAG00000057942
ENSMUSG00000096577,ENSCJAG00000071911
ENSMUSG00000096577,ENSCJAG00000072663
ENSMUSG00000096577,ENSCJAG00000067041
ENSMUSG00000096577,ENSCJAG00000074322
ENSMUSG00000096577,ENSCJAG00000084680
ENSMUSG00000096577,ENSCJAG00000076210
ENSMUSG00000096577,ENSCJAG00000085672
ENSMUSG00000038291,ENSCJAG00000005873
ENSMUSG00000027566,ENSCJAG00000014419
ENSMUSG00000096074,ENSCJAG00000078829
ENSMUSG00000096074,ENSCJAG00000076412
ENSMUSG00000096074,ENSCJAG00000082872
ENSMUSG00000096074,ENSCJAG00000075647
ENSMUSG00000096074,ENSCJAG00000077463
ENSMUSG00000096074,ENSCJAG00000082480
ENSMUSG00000096074,ENSCJAG00000072999
ENSMUSG00000096074,ENSCJAG00000080397
ENSMUSG00000096074,ENSCJAG00000044155
ENSMUSG00000096074,ENSCJAG00000072566
ENSMUSG00000096074,ENSCJAG00000074685
ENSMUSG00000096074,ENSCJAG00000073570
ENSMUSG00000096074,ENSCJAG00000069729
ENSMUSG00000096074,ENSCJAG00000080709
ENSMUSG00000096074,ENSCJAG00000057942
ENSMUSG00000096074,ENSCJAG00000071911
ENSMUSG00000096074,ENSCJAG00000072663
ENSMUSG00000096074,ENSCJAG00000067041
ENSMUSG00000096074,ENSCJAG00000074322
ENSMUSG00000096074,ENSCJAG00000084680
ENSMUSG00000096074,ENSCJAG00000076210
ENSMUSG00000096074,ENSCJAG00000085672
ENSMUSG00000042743,ENSCJAG00000015847
ENSMUSG00000076733,ENSCJAG00000085585
ENSMUSG00000076733,ENSCJAG00000073412
ENSMUSG00000038150,ENSCJAG00000083107
ENSMUSG00000056763,ENSCJAG00000004674
ENSMUSG00000096020,ENSCJAG00000078829
ENSMUSG00000096020,ENSCJAG00000076412
ENSMUSG00000096020,ENSCJAG00000082872
ENSMUSG00000096020,ENSCJAG00000075647
ENSMUSG00000096020,ENSCJAG00000077463
ENSMUSG00000096020,ENSCJAG00000082480
ENSMUSG00000096020,ENSCJAG00000072999
ENSMUSG00000096020,ENSCJAG00000080397
ENSMUSG00000096020,ENSCJAG00000044155
ENSMUSG00000096020,ENSCJAG00000072566
ENSMUSG00000096020,ENSCJAG00000074685
ENSMUSG00000096020,ENSCJAG00000073570
ENSMUSG00000096020,ENSCJAG00000069729
ENSMUSG00000096020,ENSCJAG00000080709
ENSMUSG00000096020,ENSCJAG00000057942
ENSMUSG00000096020,ENSCJAG00000071911
ENSMUSG00000096020,ENSCJAG00000072663
ENSMUSG00000096020,ENSCJAG00000067041
ENSMUSG00000096020,ENSCJAG00000074322
ENSMUSG00000096020,ENSCJAG00000084680
ENSMUSG00000096020,ENSCJAG00000076210
ENSMUSG00000096020,ENSCJAG00000085672
ENSMUSG00000020462,ENSCJAG00000009868
ENSMUSG00000039086,ENSCJAG00000014377
ENSMUSG00000049047,ENSCJAG00000039375
ENSMUSG00000027716,ENSCJAG00000002975
ENSMUSG00000093896,ENSCJAG00000078829
ENSMUSG00000093896,ENSCJAG00000076412
ENSMUSG00000093896,ENSCJAG00000082872
ENSMUSG00000093896,ENSCJAG00000075647
ENSMUSG00000093896,ENSCJAG00000077463
ENSMUSG00000093896,ENSCJAG00000082480
ENSMUSG00000093896,ENSCJAG00000072999
ENSMUSG00000093896,ENSCJAG00000080397
ENSMUSG00000093896,ENSCJAG00000044155
ENSMUSG00000093896,ENSCJAG00000072566
ENSMUSG00000093896,ENSCJAG00000074685
ENSMUSG00000093896,ENSCJAG00000073570
ENSMUSG00000093896,ENSCJAG00000069729
ENSMUSG00000093896,ENSCJAG00000080709
ENSMUSG00000093896,ENSCJAG00000057942
ENSMUSG00000093896,ENSCJAG00000071911
ENSMUSG00000093896,ENSCJAG00000072663
ENSMUSG00000093896,ENSCJAG00000067041
ENSMUSG00000093896,ENSCJAG00000074322
ENSMUSG00000093896,ENSCJAG00000084680
ENSMUSG00000093896,ENSCJAG00000076210
ENSMUSG00000093896,ENSCJAG00000085672
ENSMUSG00000024497,ENSCJAG00000081093
ENSMUSG00000020123,ENSCJAG00000006111
ENSMUSG00000096452,ENSCJAG00000078829
ENSMUSG00000096452,ENSCJAG00000076412
ENSMUSG00000096452,ENSCJAG00000082872
ENSMUSG00000096452,ENSCJAG00000075647
ENSMUSG00000096452,ENSCJAG00000077463
ENSMUSG00000096452,ENSCJAG00000082480
ENSMUSG00000096452,ENSCJAG00000072999
ENSMUSG00000096452,ENSCJAG00000080397
ENSMUSG00000096452,ENSCJAG00000044155
ENSMUSG00000096452,ENSCJAG00000072566
ENSMUSG00000096452,ENSCJAG00000074685
ENSMUSG00000096452,ENSCJAG00000073570
ENSMUSG00000096452,ENSCJAG00000069729
ENSMUSG00000096452,ENSCJAG00000080709
ENSMUSG00000096452,ENSCJAG00000057942
ENSMUSG00000096452,ENSCJAG00000071911
ENSMUSG00000096452,ENSCJAG00000072663
ENSMUSG00000096452,ENSCJAG00000067041
ENSMUSG00000096452,ENSCJAG00000074322
ENSMUSG00000096452,ENSCJAG00000084680
ENSMUSG00000096452,ENSCJAG00000076210
ENSMUSG00000096452,ENSCJAG00000085672
ENSMUSG00000096326,ENSCJAG00000078829
ENSMUSG00000096326,ENSCJAG00000076412
ENSMUSG00000096326,ENSCJAG00000082872
ENSMUSG00000096326,ENSCJAG00000075647
ENSMUSG00000096326,ENSCJAG00000077463
ENSMUSG00000096326,ENSCJAG00000082480
ENSMUSG00000096326,ENSCJAG00000072999
ENSMUSG00000096326,ENSCJAG00000080397
ENSMUSG00000096326,ENSCJAG00000044155
ENSMUSG00000096326,ENSCJAG00000072566
ENSMUSG00000096326,ENSCJAG00000074685
ENSMUSG00000096326,ENSCJAG00000073570
ENSMUSG00000096326,ENSCJAG00000069729
ENSMUSG00000096326,ENSCJAG00000080709
ENSMUSG00000096326,ENSCJAG00000057942
ENSMUSG00000096326,ENSCJAG00000071911
ENSMUSG00000096326,ENSCJAG00000072663
ENSMUSG00000096326,ENSCJAG00000067041
ENSMUSG00000096326,ENSCJAG00000074322
ENSMUSG00000096326,ENSCJAG00000084680
ENSMUSG00000096326,ENSCJAG00000076210
ENSMUSG00000096326,ENSCJAG00000085672
ENSMUSG00000024498,ENSCJAG00000021301
ENSMUSG00000019834,ENSCJAG00000005357
ENSMUSG00000044951,ENSCJAG00000032058
ENSMUSG00000039069,ENSCJAG00000014360
ENSMUSG00000021012,ENSCJAG00000017345
ENSMUSG00000064224,ENSCJAG00000000318
ENSMUSG00000031309,ENSCJAG00000005239
ENSMUSG00000027998,ENSCJAG00000001846
ENSMUSG00000021400,ENSCJAG00000019628
ENSMUSG00000074673,ENSCJAG00000020768
ENSMUSG00000034613,ENSCJAG00000006123
ENSMUSG00000017211,ENSCJAG00000000318
ENSMUSG00000015134,ENSCJAG00000017159
ENSMUSG00000030089,ENSCJAG00000006850
ENSMUSG00000048612,ENSCJAG00000008827
ENSMUSG00000021451,ENSCJAG00000007883
ENSMUSG00000017204,ENSCJAG00000000318
ENSMUSG00000031448,ENSCJAG00000075654
ENSMUSG00000017221,ENSCJAG00000041751
ENSMUSG00000034312,ENSCJAG00000016781
ENSMUSG00000030509,ENSCJAG00000017150
ENSMUSG00000022610,ENSCJAG00000003322
ENSMUSG00000024096,ENSCJAG00000004430
ENSMUSG00000032343,ENSCJAG00000010664
ENSMUSG00000031730,ENSCJAG00000015085
ENSMUSG00000102692,ENSCJAG00000064074
ENSMUSG00000063428,ENSCJAG00000035740
ENSMUSG00000038067,ENSCJAG00000069447
ENSMUSG00000038067,ENSCJAG00000017435
ENSMUSG00000005493,ENSCJAG00000006791
ENSMUSG00000001773,ENSCJAG00000000784
ENSMUSG00000032740,ENSCJAG00000009891
ENSMUSG00000025370,ENSCJAG00000007662
ENSMUSG00000044734,ENSCJAG00000041877
ENSMUSG00000031631,ENSCJAG00000005867
ENSMUSG00000067194,ENSCJAG00000054495
ENSMUSG00000067194,ENSCJAG00000077946
ENSMUSG00000065406,ENSCJAG00000028706
