human_gene,macaque_gene
ENSG00000206822,ENSMFAG00000022736
ENSG00000200693,ENSMFAG00000020896
ENSG00000151849,ENSMFAG00000036617
ENSG00000202182,ENSMFAG00000058992
ENSG00000211574,ENSMFAG00000015915
ENSG00000199151,ENSMFAG00000033522
ENSG00000208001,ENSMFAG00000013933
ENSG00000207569,ENSMFAG00000018690
ENSG00000207608,ENSMFAG00000005000
ENSG00000272458,ENSMFAG00000006037
ENSG00000207942,ENSMFAG00000013218
ENSG00000275662,ENSMFAG00000010489
ENSG00000199005,ENSMFAG00000013518
ENSG00000201700,ENSMFAG00000061125
ENSG00000201672,ENSMFAG00000052016
ENSG00000272474,ENSMFAG00000029986
ENSG00000200215,ENSMFAG00000052109
ENSG00000200632,ENSMFAG00000030343
ENSG00000200367,ENSMFAG00000000032
ENSG00000201950,ENSMFAG00000058750
ENSG00000199575,ENSMFAG00000054531
ENSG00000147127,ENSMFAG00000000762
ENSG00000201839,ENSMFAG00000060627
ENSG00000200832,ENSMFAG00000058028
ENSG00000199798,ENSMFAG00000029805
ENSG00000200150,ENSMFAG00000030279
ENSG00000199390,ENSMFAG00000004087
ENSG00000201240,ENSMFAG00000062645
ENSG00000200279,ENSMFAG00000058563
ENSG00000200608,ENSMFAG00000059535
ENSG00000202270,ENSMFAG00000063289
ENSG00000201247,ENSMFAG00000030431
ENSG00000199593,ENSMFAG00000059702
ENSG00000201557,ENSMFAG00000029445
ENSG00000199914,ENSMFAG00000010667
ENSG00000201569,ENSMFAG00000055387
ENSG00000202142,ENSMFAG00000065678
ENSG00000199942,ENSMFAG00000053205
ENSG00000201036,ENSMFAG00000029172
ENSG00000201710,ENSMFAG00000030236
ENSG00000202048,ENSMFAG00000061743
ENSG00000272344,ENSMFAG00000038199
ENSG00000200406,ENSMFAG00000010711
ENSG00000201899,ENSMFAG00000010711
ENSG00000200612,ENSMFAG00000012111
ENSG00000200413,ENSMFAG00000065785
ENSG00000200636,ENSMFAG00000008017
ENSG00000200480,ENSMFAG00000064293
ENSG00000201689,ENSMFAG00000063433
ENSG00000201318,ENSMFAG00000053024
ENSG00000200089,ENSMFAG00000050811
ENSG00000222095,ENSMFAG00000036048
ENSG00000222185,ENSMFAG00000012274
ENSG00000199069,ENSMFAG00000020247
ENSG00000201377,ENSMFAG00000023590
ENSG00000200431,ENSMFAG00000005322
ENSG00000072315,ENSMFAG00000003102
ENSG00000283561,ENSMFAG00000049577
ENSG00000207934,ENSMFAG00000022154
ENSG00000221525,ENSMFAG00000051735
ENSG00000221525,ENSMFAG00000062258
ENSG00000221614,ENSMFAG00000051735
ENSG00000221614,ENSMFAG00000062258
ENSG00000199020,ENSMFAG00000010657
ENSG00000207754,ENSMFAG00000007669
ENSG00000202560,ENSMFAG00000006154
ENSG00000207587,ENSMFAG00000013085
ENSG00000207742,ENSMFAG00000058330
ENSG00000208004,ENSMFAG00000021764
ENSG00000207978,ENSMFAG00000058740
ENSG00000207961,ENSMFAG00000017702
ENSG00000216179,ENSMFAG00000009340
ENSG00000199107,ENSMFAG00000033571
ENSG00000199012,ENSMFAG00000017782
ENSG00000199025,ENSMFAG00000015637
ENSG00000199092,ENSMFAG00000008584
ENSG00000207959,ENSMFAG00000017906
ENSG00000277754,ENSMFAG00000020585
ENSG00000200436,ENSMFAG00000014658
ENSG00000282815,ENSMFAG00000050285
ENSG00000243978,ENSMFAG00000042372
ENSG00000212516,ENSMFAG00000049928
ENSG00000212516,ENSMFAG00000048130
ENSG00000212516,ENSMFAG00000057415
ENSG00000212516,ENSMFAG00000047809
ENSG00000212516,ENSMFAG00000059704
ENSG00000165309,ENSMFAG00000039311
ENSG00000266420,ENSMFAG00000019709
ENSG00000252147,ENSMFAG00000021853
ENSG00000176294,ENSMFAG00000015854
ENSG00000119541,ENSMFAG00000042282
ENSG00000238941,ENSMFAG00000047302
ENSG00000284386,ENSMFAG00000017740
ENSG00000207516,ENSMFAG00000013522
ENSG00000104164,ENSMFAG00000034141
ENSG00000202144,ENSMFAG00000052754
ENSG00000147168,ENSMFAG00000043570
ENSG00000100987,ENSMFAG00000043885
ENSG00000139908,ENSMFAG00000035821
ENSG00000200731,ENSMFAG00000014049
ENSG00000101935,ENSMFAG00000057591
ENSG00000277771,ENSMFAG00000062551
ENSG00000188877,ENSMFAG00000047882
ENSG00000196943,ENSMFAG00000043789
ENSG00000198681,ENSMFAG00000000436
ENSG00000278803,ENSMFAG00000060170
ENSG00000278803,ENSMFAG00000053528
ENSG00000183918,ENSMFAG00000057383
ENSG00000202414,ENSMFAG00000012533
ENSG00000198010,ENSMFAG00000034180
ENSG00000200419,ENSMFAG00000065110
ENSG00000208839,ENSMFAG00000020430
ENSG00000170236,ENSMFAG00000043824
ENSG00000276158,ENSMFAG00000057520
ENSG00000175354,ENSMFAG00000044539
ENSG00000199001,ENSMFAG00000008804
ENSG00000199705,ENSMFAG00000048768
ENSG00000101916,ENSMFAG00000002437
ENSG00000187268,ENSMFAG00000031851
ENSG00000204740,ENSMFAG00000041109
ENSG00000283290,ENSMFAG00000014338
ENSG00000136944,ENSMFAG00000045773
ENSG00000101353,ENSMFAG00000041031
ENSG00000092439,ENSMFAG00000031753
ENSG00000252178,ENSMFAG00000059541
ENSG00000214814,ENSMFAG00000022397
ENSG00000183580,ENSMFAG00000000432
ENSG00000148488,ENSMFAG00000001392
ENSG00000268940,ENSMFAG00000035558
ENSG00000100968,ENSMFAG00000000183
ENSG00000263761,ENSMFAG00000032108
ENSG00000228836,ENSMFAG00000035558
ENSG00000186583,ENSMFAG00000041423
ENSG00000047644,ENSMFAG00000040661
ENSG00000185775,ENSMFAG00000030681
ENSG00000185775,ENSMFAG00000002532
ENSG00000168267,ENSMFAG00000031191
ENSG00000087460,ENSMFAG00000056056
ENSG00000113100,ENSMFAG00000001139
ENSG00000151023,ENSMFAG00000003027
ENSG00000139835,ENSMFAG00000039147
ENSG00000165443,ENSMFAG00000038572
ENSG00000151388,ENSMFAG00000042081
ENSG00000196739,ENSMFAG00000040376
ENSG00000268235,ENSMFAG00000035995
ENSG00000268235,ENSMFAG00000034649
ENSG00000265203,ENSMFAG00000038867
ENSG00000215029,ENSMFAG00000035995
ENSG00000215029,ENSMFAG00000034649
ENSG00000175073,ENSMFAG00000031366
ENSG00000102145,ENSMFAG00000031953
ENSG00000243027,ENSMFAG00000014982
ENSG00000165757,ENSMFAG00000001494
ENSG00000156206,ENSMFAG00000039949
ENSG00000107984,ENSMFAG00000062136
ENSG00000254341,ENSMFAG00000017069
ENSG00000174417,ENSMFAG00000031071
ENSG00000204025,ENSMFAG00000047357
ENSG00000207037,ENSMFAG00000060906
ENSG00000212388,ENSMFAG00000014346
ENSG00000120533,ENSMFAG00000044548
ENSG00000184923,ENSMFAG00000065379
ENSG00000184923,ENSMFAG00000037467
ENSG00000184923,ENSMFAG00000048063
ENSG00000184923,ENSMFAG00000059873
ENSG00000184984,ENSMFAG00000012509
ENSG00000134049,ENSMFAG00000060309
ENSG00000152932,ENSMFAG00000002574
ENSG00000132963,ENSMFAG00000025369
ENSG00000199156,ENSMFAG00000052034
ENSG00000101977,ENSMFAG00000003056
ENSG00000171451,ENSMFAG00000036044
ENSG00000107789,ENSMFAG00000000189
ENSG00000176014,ENSMFAG00000040002
ENSG00000213949,ENSMFAG00000034671
ENSG00000182771,ENSMFAG00000038022
ENSG00000065150,ENSMFAG00000002597
ENSG00000202001,ENSMFAG00000023956
ENSG00000169427,ENSMFAG00000060542
ENSG00000135070,ENSMFAG00000038304
ENSG00000159495,ENSMFAG00000038051
ENSG00000186350,ENSMFAG00000044609
ENSG00000169495,ENSMFAG00000041865
ENSG00000187553,ENSMFAG00000059589
ENSG00000207199,ENSMFAG00000005631
ENSG00000222488,ENSMFAG00000004400
ENSG00000238966,ENSMFAG00000010577
ENSG00000104371,ENSMFAG00000034088
ENSG00000197361,ENSMFAG00000000573
ENSG00000138190,ENSMFAG00000000962
ENSG00000166821,ENSMFAG00000055282
ENSG00000183665,ENSMFAG00000042869
ENSG00000133863,ENSMFAG00000032809
ENSG00000038427,ENSMFAG00000032675
ENSG00000130559,ENSMFAG00000001245
ENSG00000185942,ENSMFAG00000002073
ENSG00000088756,ENSMFAG00000003744
ENSG00000203499,ENSMFAG00000058039
ENSG00000158815,ENSMFAG00000032610
ENSG00000168487,ENSMFAG00000040256
ENSG00000137877,ENSMFAG00000040126
ENSG00000122870,ENSMFAG00000036177
ENSG00000148344,ENSMFAG00000038160
ENSG00000182752,ENSMFAG00000041618
ENSG00000107447,ENSMFAG00000034600
ENSG00000199065,ENSMFAG00000034736
ENSG00000222581,ENSMFAG00000010170
ENSG00000240613,ENSMFAG00000008167
ENSG00000251733,ENSMFAG00000007863
ENSG00000252943,ENSMFAG00000035108
ENSG00000201118,ENSMFAG00000013249
ENSG00000243115,ENSMFAG00000014628
ENSG00000206957,ENSMFAG00000013316
ENSG00000272113,ENSMFAG00000057712
ENSG00000200502,ENSMFAG00000050990
ENSG00000206784,ENSMFAG00000005203
ENSG00000238845,ENSMFAG00000023042
ENSG00000277049,ENSMFAG00000054113
ENSG00000277049,ENSMFAG00000005329
ENSG00000276094,ENSMFAG00000021660
ENSG00000276562,ENSMFAG00000018069
ENSG00000273717,ENSMFAG00000020994
ENSG00000206804,ENSMFAG00000061205
ENSG00000200041,ENSMFAG00000063062
ENSG00000274852,ENSMFAG00000020994
ENSG00000206590,ENSMFAG00000057429
ENSG00000212421,ENSMFAG00000028993
ENSG00000188095,ENSMFAG00000037257
ENSG00000212316,ENSMFAG00000006174
ENSG00000153391,ENSMFAG00000016439
ENSG00000202308,ENSMFAG00000010044
ENSG00000189326,ENSMFAG00000003443
ENSG00000238882,ENSMFAG00000007247
ENSG00000244104,ENSMFAG00000017525
ENSG00000222558,ENSMFAG00000006668
ENSG00000206923,ENSMFAG00000034743
ENSG00000207401,ENSMFAG00000064504
ENSG00000274755,ENSMFAG00000064339
ENSG00000199313,ENSMFAG00000054939
ENSG00000241246,ENSMFAG00000014950
ENSG00000207726,ENSMFAG00000010232
ENSG00000207595,ENSMFAG00000012677
ENSG00000269433,ENSMFAG00000043960
ENSG00000207737,ENSMFAG00000009072
ENSG00000252985,ENSMFAG00000011225
ENSG00000243845,ENSMFAG00000019841
ENSG00000177613,ENSMFAG00000042009
ENSG00000201302,ENSMFAG00000015274
ENSG00000200788,ENSMFAG00000050127
ENSG00000160401,ENSMFAG00000027410
ENSG00000130449,ENSMFAG00000044175
ENSG00000232030,ENSMFAG00000036878
ENSG00000203837,ENSMFAG00000030751
ENSG00000212420,ENSMFAG00000006200
ENSG00000269437,ENSMFAG00000044902
ENSG00000269437,ENSMFAG00000064808
ENSG00000252645,ENSMFAG00000063166
ENSG00000136807,ENSMFAG00000033992
ENSG00000252995,ENSMFAG00000007884
ENSG00000120563,ENSMFAG00000043891
ENSG00000120563,ENSMFAG00000029276
ENSG00000152223,ENSMFAG00000042030
ENSG00000278057,ENSMFAG00000059786
ENSG00000278057,ENSMFAG00000039596
ENSG00000140379,ENSMFAG00000042767
ENSG00000164190,ENSMFAG00000041940
ENSG00000204172,ENSMFAG00000036510
ENSG00000268988,ENSMFAG00000043556
ENSG00000287585,ENSMFAG00000053111
ENSG00000169297,ENSMFAG00000032278
ENSG00000095596,ENSMFAG00000041244
ENSG00000103710,ENSMFAG00000040074
ENSG00000238709,ENSMFAG00000055075
ENSG00000222736,ENSMFAG00000021040
ENSG00000185972,ENSMFAG00000033331
ENSG00000201467,ENSMFAG00000021796
ENSG00000207081,ENSMFAG00000037232
ENSG00000222760,ENSMFAG00000006935
ENSG00000184785,ENSMFAG00000030287
ENSG00000120051,ENSMFAG00000035977
ENSG00000090470,ENSMFAG00000031997
ENSG00000156313,ENSMFAG00000024781
ENSG00000133112,ENSMFAG00000031828
ENSG00000133112,ENSMFAG00000031958
ENSG00000284185,ENSMFAG00000018189
ENSG00000187791,ENSMFAG00000000796
ENSG00000201709,ENSMFAG00000020023
ENSG00000206903,ENSMFAG00000004928
ENSG00000196932,ENSMFAG00000035704
ENSG00000134042,ENSMFAG00000050667
ENSG00000206616,ENSMFAG00000061045
ENSG00000207395,ENSMFAG00000058960
ENSG00000200106,ENSMFAG00000020054
ENSG00000207119,ENSMFAG00000015992
ENSG00000239183,ENSMFAG00000019915
ENSG00000206995,ENSMFAG00000048494
ENSG00000165118,ENSMFAG00000041147
ENSG00000138152,ENSMFAG00000002237
ENSG00000252614,ENSMFAG00000012017
ENSG00000284179,ENSMFAG00000040444
ENSG00000159884,ENSMFAG00000039469
ENSG00000140479,ENSMFAG00000032907
ENSG00000225899,ENSMFAG00000051429
ENSG00000225899,ENSMFAG00000049078
ENSG00000225899,ENSMFAG00000024482
ENSG00000229544,ENSMFAG00000061403
ENSG00000243136,ENSMFAG00000022954
ENSG00000215183,ENSMFAG00000038299
ENSG00000204930,ENSMFAG00000002144
ENSG00000120008,ENSMFAG00000031615
ENSG00000278889,ENSMFAG00000058439
ENSG00000125247,ENSMFAG00000044014
ENSG00000171843,ENSMFAG00000036142
ENSG00000134061,ENSMFAG00000044511
ENSG00000186479,ENSMFAG00000045140
ENSG00000272602,ENSMFAG00000041771
ENSG00000049759,ENSMFAG00000032021
ENSG00000152669,ENSMFAG00000031385
ENSG00000222202,ENSMFAG00000017420
ENSG00000207609,ENSMFAG00000009257
ENSG00000202189,ENSMFAG00000022869
ENSG00000274841,ENSMFAG00000052078
ENSG00000211668,ENSMFAG00000002634
ENSG00000200785,ENSMFAG00000053947
ENSG00000200785,ENSMFAG00000060524
ENSG00000202172,ENSMFAG00000014445
ENSG00000274475,ENSMFAG00000013828
ENSG00000206699,ENSMFAG00000054164
ENSG00000207804,ENSMFAG00000040677
ENSG00000129472,ENSMFAG00000027114
ENSG00000243254,ENSMFAG00000011032
ENSG00000126970,ENSMFAG00000031983
ENSG00000215612,ENSMFAG00000034271
ENSG00000170289,ENSMFAG00000032006
ENSG00000155269,ENSMFAG00000010719
ENSG00000200570,ENSMFAG00000024200
ENSG00000201074,ENSMFAG00000012218
ENSG00000186766,ENSMFAG00000057445
ENSG00000154478,ENSMFAG00000056569
ENSG00000196900,ENSMFAG00000042605
ENSG00000198947,ENSMFAG00000045175
ENSG00000140090,ENSMFAG00000037870
ENSG00000164379,ENSMFAG00000062586
ENSG00000164199,ENSMFAG00000032687
ENSG00000243738,ENSMFAG00000014383
ENSG00000145990,ENSMFAG00000003241
ENSG00000136897,ENSMFAG00000060242
ENSG00000251892,ENSMFAG00000013732
ENSG00000185737,ENSMFAG00000039411
ENSG00000240306,ENSMFAG00000010633
ENSG00000112183,ENSMFAG00000034396
ENSG00000120160,ENSMFAG00000043911
ENSG00000201627,ENSMFAG00000013976
ENSG00000164830,ENSMFAG00000003232
ENSG00000165091,ENSMFAG00000042108
ENSG00000163288,ENSMFAG00000031591
ENSG00000151025,ENSMFAG00000042015
ENSG00000137273,ENSMFAG00000036369
ENSG00000170370,ENSMFAG00000062794
ENSG00000137177,ENSMFAG00000032997
ENSG00000196860,ENSMFAG00000036395
ENSG00000212156,ENSMFAG00000006210
ENSG00000207124,ENSMFAG00000037215
ENSG00000252998,ENSMFAG00000007306
ENSG00000252832,ENSMFAG00000060431
ENSG00000200545,ENSMFAG00000011087
ENSG00000201390,ENSMFAG00000065651
ENSG00000276027,ENSMFAG00000004704
ENSG00000252049,ENSMFAG00000004840
ENSG00000206842,ENSMFAG00000059253
ENSG00000212411,ENSMFAG00000009766
ENSG00000222092,ENSMFAG00000004282
ENSG00000251711,ENSMFAG00000020133
ENSG00000239731,ENSMFAG00000011189
ENSG00000252482,ENSMFAG00000057847
ENSG00000244356,ENSMFAG00000008767
ENSG00000206660,ENSMFAG00000010841
ENSG00000274458,ENSMFAG00000053840
ENSG00000222314,ENSMFAG00000053121
ENSG00000252132,ENSMFAG00000005171
ENSG00000251783,ENSMFAG00000005171
ENSG00000201196,ENSMFAG00000010792
ENSG00000238707,ENSMFAG00000011536
ENSG00000199446,ENSMFAG00000035183
ENSG00000221063,ENSMFAG00000037446
ENSG00000201881,ENSMFAG00000023357
ENSG00000272536,ENSMFAG00000008115
ENSG00000223064,ENSMFAG00000016640
ENSG00000100578,ENSMFAG00000041990
ENSG00000200774,ENSMFAG00000005817
ENSG00000199104,ENSMFAG00000034741
ENSG00000212324,ENSMFAG00000007009
ENSG00000199881,ENSMFAG00000034846
ENSG00000201412,ENSMFAG00000033788
ENSG00000181778,ENSMFAG00000062896
ENSG00000277308,ENSMFAG00000020924
ENSG00000222238,ENSMFAG00000052611
ENSG00000207068,ENSMFAG00000057675
ENSG00000222051,ENSMFAG00000005737
ENSG00000136895,ENSMFAG00000002870
ENSG00000200217,ENSMFAG00000004463
ENSG00000208033,ENSMFAG00000053434
ENSG00000222997,ENSMFAG00000009657
ENSG00000202569,ENSMFAG00000011747
ENSG00000172766,ENSMFAG00000043606
ENSG00000156269,ENSMFAG00000000164
ENSG00000222305,ENSMFAG00000016696
ENSG00000201604,ENSMFAG00000011800
ENSG00000168152,ENSMFAG00000029274
ENSG00000288603,ENSMFAG00000030101
ENSG00000240940,ENSMFAG00000011601
ENSG00000196475,ENSMFAG00000013321
ENSG00000283891,ENSMFAG00000017202
ENSG00000200407,ENSMFAG00000006028
ENSG00000203805,ENSMFAG00000037481
ENSG00000058335,ENSMFAG00000005368
ENSG00000074211,ENSMFAG00000000990
ENSG00000273566,ENSMFAG00000047257
ENSG00000180592,ENSMFAG00000032803
ENSG00000207347,ENSMFAG00000048810
ENSG00000214285,ENSMFAG00000050665
ENSG00000185532,ENSMFAG00000042225
ENSG00000145794,ENSMFAG00000042999
ENSG00000198824,ENSMFAG00000045724
ENSG00000133119,ENSMFAG00000041839
ENSG00000223027,ENSMFAG00000004714
ENSG00000206605,ENSMFAG00000051962
ENSG00000251839,ENSMFAG00000023640
ENSG00000207287,ENSMFAG00000005418
ENSG00000187122,ENSMFAG00000045033
ENSG00000154734,ENSMFAG00000039719
ENSG00000169836,ENSMFAG00000061984
ENSG00000185863,ENSMFAG00000037356
ENSG00000153064,ENSMFAG00000041462
ENSG00000187713,ENSMFAG00000060923
ENSG00000198569,ENSMFAG00000040546
ENSG00000176269,ENSMFAG00000060991
ENSG00000180053,ENSMFAG00000040141
ENSG00000180190,ENSMFAG00000050830
ENSG00000147650,ENSMFAG00000004646
ENSG00000179455,ENSMFAG00000043430
ENSG00000188163,ENSMFAG00000033692
ENSG00000005810,ENSMFAG00000031053
ENSG00000171016,ENSMFAG00000033302
ENSG00000188986,ENSMFAG00000057397
ENSG00000188986,ENSMFAG00000001437
ENSG00000125910,ENSMFAG00000049861
ENSG00000069966,ENSMFAG00000003513
ENSG00000105428,ENSMFAG00000050092
ENSG00000198435,ENSMFAG00000054684
ENSG00000198435,ENSMFAG00000064583
ENSG00000198435,ENSMFAG00000065429
ENSG00000060558,ENSMFAG00000056599
ENSG00000252847,ENSMFAG00000048026
ENSG00000201938,ENSMFAG00000013792
ENSG00000148156,ENSMFAG00000006984
ENSG00000187003,ENSMFAG00000006946
ENSG00000199331,ENSMFAG00000059680
ENSG00000207698,ENSMFAG00000012867
ENSG00000185437,ENSMFAG00000031582
ENSG00000188710,ENSMFAG00000056880
ENSG00000130711,ENSMFAG00000040322
ENSG00000088256,ENSMFAG00000049282
ENSG00000164953,ENSMFAG00000002808
ENSG00000242281,ENSMFAG00000012044
ENSG00000120699,ENSMFAG00000027794
ENSG00000278825,ENSMFAG00000020994
ENSG00000204849,ENSMFAG00000030681
ENSG00000204849,ENSMFAG00000002532
ENSG00000249222,ENSMFAG00000027811
ENSG00000164318,ENSMFAG00000001590
ENSG00000277774,ENSMFAG00000018069
ENSG00000252724,ENSMFAG00000021660
ENSG00000212441,ENSMFAG00000051610
ENSG00000212441,ENSMFAG00000055172
ENSG00000212441,ENSMFAG00000065822
ENSG00000212441,ENSMFAG00000056102
ENSG00000178372,ENSMFAG00000049878
ENSG00000136867,ENSMFAG00000047286
ENSG00000160994,ENSMFAG00000039156
ENSG00000178363,ENSMFAG00000008251
ENSG00000240577,ENSMFAG00000021097
ENSG00000127529,ENSMFAG00000034243
ENSG00000169783,ENSMFAG00000010325
ENSG00000212447,ENSMFAG00000059206
ENSG00000212447,ENSMFAG00000064588
ENSG00000095464,ENSMFAG00000045757
ENSG00000222351,ENSMFAG00000011130
ENSG00000207000,ENSMFAG00000051114
ENSG00000100146,ENSMFAG00000030971
ENSG00000199161,ENSMFAG00000014892
ENSG00000280496,ENSMFAG00000015136
ENSG00000281808,ENSMFAG00000005898
ENSG00000108231,ENSMFAG00000037131
ENSG00000177984,ENSMFAG00000031073
ENSG00000157766,ENSMFAG00000019208
ENSG00000244752,ENSMFAG00000032777
ENSG00000213213,ENSMFAG00000007280
ENSG00000198551,ENSMFAG00000044907
ENSG00000236699,ENSMFAG00000041172
ENSG00000242259,ENSMFAG00000040161
ENSG00000105141,ENSMFAG00000045231
ENSG00000124875,ENSMFAG00000044943
ENSG00000099901,ENSMFAG00000045937
ENSG00000165300,ENSMFAG00000040496
ENSG00000174599,ENSMFAG00000029724
ENSG00000165059,ENSMFAG00000030376
ENSG00000120686,ENSMFAG00000004000
ENSG00000276581,ENSMFAG00000030681
ENSG00000276581,ENSMFAG00000002532
ENSG00000129595,ENSMFAG00000000281
ENSG00000163116,ENSMFAG00000003718
ENSG00000070601,ENSMFAG00000002068
ENSG00000187522,ENSMFAG00000044126
ENSG00000172403,ENSMFAG00000037699
ENSG00000241588,ENSMFAG00000050929
ENSG00000100228,ENSMFAG00000003128
ENSG00000251819,ENSMFAG00000005111
ENSG00000251819,ENSMFAG00000053178
ENSG00000251819,ENSMFAG00000016308
ENSG00000200095,ENSMFAG00000018816
ENSG00000212306,ENSMFAG00000009914
ENSG00000251745,ENSMFAG00000011846
ENSG00000200026,ENSMFAG00000016081
ENSG00000252582,ENSMFAG00000005617
ENSG00000164304,ENSMFAG00000002983
ENSG00000252622,ENSMFAG00000005356
ENSG00000154227,ENSMFAG00000043799
ENSG00000102699,ENSMFAG00000058500
ENSG00000113369,ENSMFAG00000031762
ENSG00000235284,ENSMFAG00000057027
ENSG00000231587,ENSMFAG00000061304
ENSG00000201216,ENSMFAG00000036270
ENSG00000215262,ENSMFAG00000014847
ENSG00000207563,ENSMFAG00000015990
ENSG00000207864,ENSMFAG00000006060
ENSG00000207617,ENSMFAG00000014382
ENSG00000171195,ENSMFAG00000054048
ENSG00000235376,ENSMFAG00000001492
ENSG00000197134,ENSMFAG00000065754
ENSG00000283867,ENSMFAG00000007177
ENSG00000206631,ENSMFAG00000058465
ENSG00000196350,ENSMFAG00000044588
ENSG00000138653,ENSMFAG00000002158
ENSG00000167487,ENSMFAG00000062634
ENSG00000145839,ENSMFAG00000051579
ENSG00000276544,ENSMFAG00000015820
ENSG00000276430,ENSMFAG00000041417
ENSG00000276430,ENSMFAG00000043901
ENSG00000100385,ENSMFAG00000048720
ENSG00000201548,ENSMFAG00000013494
ENSG00000188152,ENSMFAG00000035391
ENSG00000182333,ENSMFAG00000035985
ENSG00000184838,ENSMFAG00000003359
ENSG00000132549,ENSMFAG00000034665
ENSG00000163114,ENSMFAG00000028491
ENSG00000145826,ENSMFAG00000032677
ENSG00000230054,ENSMFAG00000035868
ENSG00000230601,ENSMFAG00000036582
ENSG00000200677,ENSMFAG00000011911
ENSG00000241869,ENSMFAG00000011117
ENSG00000151012,ENSMFAG00000037696
ENSG00000131711,ENSMFAG00000044363
ENSG00000181634,ENSMFAG00000000937
ENSG00000100592,ENSMFAG00000030743
ENSG00000100024,ENSMFAG00000045510
ENSG00000147869,ENSMFAG00000037928
ENSG00000199814,ENSMFAG00000013597
ENSG00000103723,ENSMFAG00000002685
ENSG00000173239,ENSMFAG00000001039
ENSG00000204020,ENSMFAG00000044901
ENSG00000200834,ENSMFAG00000062871
ENSG00000200834,ENSMFAG00000055953
ENSG00000238300,ENSMFAG00000015347
ENSG00000238300,ENSMFAG00000064894
ENSG00000238300,ENSMFAG00000047756
ENSG00000238886,ENSMFAG00000058614
ENSG00000238886,ENSMFAG00000053679
ENSG00000238886,ENSMFAG00000056280
ENSG00000238886,ENSMFAG00000054055
ENSG00000200887,ENSMFAG00000007165
ENSG00000239180,ENSMFAG00000012866
ENSG00000272232,ENSMFAG00000024026
ENSG00000239625,ENSMFAG00000051916
ENSG00000170950,ENSMFAG00000007944
ENSG00000186881,ENSMFAG00000055974
ENSG00000239744,ENSMFAG00000019420
ENSG00000145283,ENSMFAG00000003336
ENSG00000148136,ENSMFAG00000060994
ENSG00000206855,ENSMFAG00000050170
ENSG00000186943,ENSMFAG00000051711
ENSG00000165868,ENSMFAG00000034502
ENSG00000136839,ENSMFAG00000061784
ENSG00000170927,ENSMFAG00000031421
ENSG00000141959,ENSMFAG00000037062
ENSG00000165029,ENSMFAG00000002145
ENSG00000138639,ENSMFAG00000032831
ENSG00000164512,ENSMFAG00000031576
ENSG00000133937,ENSMFAG00000055121
ENSG00000126249,ENSMFAG00000041802
ENSG00000255569,ENSMFAG00000026947
ENSG00000255582,ENSMFAG00000026518
ENSG00000211776,ENSMFAG00000028804
ENSG00000211777,ENSMFAG00000028832
ENSG00000211778,ENSMFAG00000057951
ENSG00000211779,ENSMFAG00000053530
ENSG00000165409,ENSMFAG00000036626
ENSG00000207327,ENSMFAG00000047208
ENSG00000164219,ENSMFAG00000046396
ENSG00000166317,ENSMFAG00000044178
ENSG00000124449,ENSMFAG00000023642
ENSG00000196968,ENSMFAG00000034437
ENSG00000138650,ENSMFAG00000046322
ENSG00000172586,ENSMFAG00000041879
ENSG00000214655,ENSMFAG00000041406
ENSG00000203989,ENSMFAG00000032534
ENSG00000146006,ENSMFAG00000039611
ENSG00000126261,ENSMFAG00000036932
ENSG00000131721,ENSMFAG00000032534
ENSG00000239577,ENSMFAG00000049245
ENSG00000239577,ENSMFAG00000051538
ENSG00000186871,ENSMFAG00000045509
ENSG00000186367,ENSMFAG00000038413
ENSG00000139514,ENSMFAG00000043457
ENSG00000238926,ENSMFAG00000009378
ENSG00000222796,ENSMFAG00000004552
ENSG00000100012,ENSMFAG00000043655
ENSG00000169302,ENSMFAG00000006335
ENSG00000170153,ENSMFAG00000041541
ENSG00000154079,ENSMFAG00000044658
ENSG00000221303,ENSMFAG00000005384
ENSG00000254656,ENSMFAG00000030724
ENSG00000199755,ENSMFAG00000014972
ENSG00000156127,ENSMFAG00000031172
ENSG00000151962,ENSMFAG00000043485
ENSG00000244307,ENSMFAG00000065431
ENSG00000203972,ENSMFAG00000000593
ENSG00000155858,ENSMFAG00000034084
ENSG00000201529,ENSMFAG00000051020
ENSG00000182197,ENSMFAG00000002066
ENSG00000156535,ENSMFAG00000044576
ENSG00000139988,ENSMFAG00000001102
ENSG00000214360,ENSMFAG00000043157
ENSG00000100351,ENSMFAG00000059094
ENSG00000205359,ENSMFAG00000039771
ENSG00000241542,ENSMFAG00000023474
ENSG00000260230,ENSMFAG00000013386
ENSG00000239820,ENSMFAG00000016015
ENSG00000238540,ENSMFAG00000056808
ENSG00000136327,ENSMFAG00000057996
ENSG00000174038,ENSMFAG00000044201
ENSG00000198807,ENSMFAG00000004012
ENSG00000177710,ENSMFAG00000034282
ENSG00000145451,ENSMFAG00000034554
ENSG00000199368,ENSMFAG00000059775
ENSG00000272398,ENSMFAG00000047409
ENSG00000272398,ENSMFAG00000051116
ENSG00000272398,ENSMFAG00000064133
ENSG00000102572,ENSMFAG00000001501
ENSG00000226430,ENSMFAG00000047397
ENSG00000226430,ENSMFAG00000057907
ENSG00000226430,ENSMFAG00000060523
ENSG00000226430,ENSMFAG00000054353
ENSG00000226430,ENSMFAG00000065626
ENSG00000226430,ENSMFAG00000052015
ENSG00000226430,ENSMFAG00000064487
