human_gene,marmoset_gene
ENSG00000288722,ENSCJAG00000079192
ENSG00000185658,ENSCJAG00000015042
ENSG00000156103,ENSCJAG00000000239
ENSG00000101890,ENSCJAG00000007378
ENSG00000277858,ENSCJAG00000076498
ENSG00000277858,ENSCJAG00000071739
ENSG00000288709,ENSCJAG00000073788
ENSG00000288709,ENSCJAG00000079192
ENSG00000205667,ENSCJAG00000015803
ENSG00000147613,ENSCJAG00000000346
ENSG00000239228,ENSCJAG00000044603
ENSG00000226784,ENSCJAG00000041013
ENSG00000102078,ENSCJAG00000002456
ENSG00000176225,ENSCJAG00000003057
ENSG00000176566,ENSCJAG00000023155
ENSG00000140443,ENSCJAG00000016895
ENSG00000126217,ENSCJAG00000059789
ENSG00000184672,ENSCJAG00000000402
ENSG00000103995,ENSCJAG00000001706
ENSG00000164794,ENSCJAG00000006183
ENSG00000147432,ENSCJAG00000007709
ENSG00000201095,ENSCJAG00000079208
ENSG00000102174,ENSCJAG00000005121
ENSG00000211821,ENSCJAG00000042880
ENSG00000180543,ENSCJAG00000048561
ENSG00000211829,ENSCJAG00000085557
ENSG00000156486,ENSCJAG00000045971
ENSG00000160209,ENSCJAG00000043205
ENSG00000019549,ENSCJAG00000013499
ENSG00000184302,ENSCJAG00000019120
ENSG00000100625,ENSCJAG00000019133
ENSG00000120289,ENSCJAG00000039937
ENSG00000156509,ENSCJAG00000015760
ENSG00000102287,ENSCJAG00000003848
ENSG00000212604,ENSCJAG00000072581
ENSG00000238456,ENSCJAG00000076812
ENSG00000212424,ENSCJAG00000027322
ENSG00000238819,ENSCJAG00000025957
ENSG00000200605,ENSCJAG00000076832
ENSG00000200605,ENSCJAG00000080741
ENSG00000200605,ENSCJAG00000075717
ENSG00000200605,ENSCJAG00000073038
ENSG00000200605,ENSCJAG00000086370
ENSG00000265942,ENSCJAG00000084370
ENSG00000200120,ENSCJAG00000074610
ENSG00000151838,ENSCJAG00000018979
ENSG00000241175,ENSCJAG00000043038
ENSG00000239703,ENSCJAG00000066124
ENSG00000200318,ENSCJAG00000035038
ENSG00000200070,ENSCJAG00000081552
ENSG00000199512,ENSCJAG00000078342
ENSG00000200252,ENSCJAG00000042716
ENSG00000206625,ENSCJAG00000075980
ENSG00000200216,ENSCJAG00000023486
ENSG00000278604,ENSCJAG00000085257
ENSG00000278604,ENSCJAG00000071435
ENSG00000278604,ENSCJAG00000074486
ENSG00000278604,ENSCJAG00000079798
ENSG00000278604,ENSCJAG00000061066
ENSG00000278604,ENSCJAG00000079800
ENSG00000278604,ENSCJAG00000083603
ENSG00000278604,ENSCJAG00000071310
ENSG00000278604,ENSCJAG00000071094
ENSG00000278604,ENSCJAG00000081311
ENSG00000278604,ENSCJAG00000070153
ENSG00000278604,ENSCJAG00000081930
ENSG00000278604,ENSCJAG00000069697
ENSG00000278604,ENSCJAG00000077474
ENSG00000222139,ENSCJAG00000083038
ENSG00000207150,ENSCJAG00000072129
ENSG00000274079,ENSCJAG00000086757
ENSG00000274079,ENSCJAG00000075730
ENSG00000274079,ENSCJAG00000075427
ENSG00000274079,ENSCJAG00000080084
ENSG00000274079,ENSCJAG00000078378
ENSG00000274079,ENSCJAG00000076521
ENSG00000274079,ENSCJAG00000077654
ENSG00000274079,ENSCJAG00000085387
ENSG00000274079,ENSCJAG00000084078
ENSG00000222076,ENSCJAG00000078488
ENSG00000200991,ENSCJAG00000030741
ENSG00000207245,ENSCJAG00000023718
ENSG00000212428,ENSCJAG00000045920
ENSG00000104490,ENSCJAG00000062445
ENSG00000199712,ENSCJAG00000080018
ENSG00000200680,ENSCJAG00000082629
ENSG00000200503,ENSCJAG00000073119
ENSG00000200503,ENSCJAG00000084870
ENSG00000201943,ENSCJAG00000087244
ENSG00000201943,ENSCJAG00000076136
ENSG00000200486,ENSCJAG00000081623
ENSG00000100731,ENSCJAG00000014664
ENSG00000199960,ENSCJAG00000082250
ENSG00000199960,ENSCJAG00000087378
ENSG00000199960,ENSCJAG00000080330
ENSG00000199960,ENSCJAG00000074242
ENSG00000199960,ENSCJAG00000075336
ENSG00000199960,ENSCJAG00000082292
ENSG00000284363,ENSCJAG00000025907
ENSG00000283751,ENSCJAG00000029249
ENSG00000199833,ENSCJAG00000086891
ENSG00000201326,ENSCJAG00000078420
ENSG00000147234,ENSCJAG00000007898
ENSG00000201331,ENSCJAG00000083919
ENSG00000200398,ENSCJAG00000077986
ENSG00000200398,ENSCJAG00000087004
ENSG00000200398,ENSCJAG00000082063
ENSG00000201300,ENSCJAG00000072426
ENSG00000201300,ENSCJAG00000029796
ENSG00000200801,ENSCJAG00000084053
ENSG00000200801,ENSCJAG00000024059
ENSG00000200987,ENSCJAG00000077986
ENSG00000200987,ENSCJAG00000087004
ENSG00000200987,ENSCJAG00000082063
ENSG00000200949,ENSCJAG00000079446
ENSG00000199311,ENSCJAG00000077986
ENSG00000199311,ENSCJAG00000087004
ENSG00000199311,ENSCJAG00000082063
ENSG00000201992,ENSCJAG00000076683
ENSG00000200638,ENSCJAG00000072426
ENSG00000200638,ENSCJAG00000029796
ENSG00000201907,ENSCJAG00000079446
ENSG00000201143,ENSCJAG00000074125
ENSG00000276844,ENSCJAG00000059410
ENSG00000276844,ENSCJAG00000086194
ENSG00000212528,ENSCJAG00000045920
ENSG00000201634,ENSCJAG00000023677
ENSG00000176890,ENSCJAG00000000125
ENSG00000239169,ENSCJAG00000072771
ENSG00000239169,ENSCJAG00000081147
ENSG00000277677,ENSCJAG00000082220
ENSG00000272337,ENSCJAG00000073084
ENSG00000242866,ENSCJAG00000002654
ENSG00000126950,ENSCJAG00000061111
ENSG00000130066,ENSCJAG00000044803
ENSG00000171054,ENSCJAG00000081399
ENSG00000171478,ENSCJAG00000015593
ENSG00000130052,ENSCJAG00000001753
ENSG00000155087,ENSCJAG00000081318
ENSG00000166347,ENSCJAG00000003163
ENSG00000198798,ENSCJAG00000045402
ENSG00000215113,ENSCJAG00000032793
ENSG00000166160,ENSCJAG00000014412
ENSG00000183778,ENSCJAG00000005667
ENSG00000179600,ENSCJAG00000083078
ENSG00000225396,ENSCJAG00000069950
ENSG00000225396,ENSCJAG00000081881
ENSG00000225396,ENSCJAG00000079778
ENSG00000182674,ENSCJAG00000007724
ENSG00000123165,ENSCJAG00000085274
ENSG00000123165,ENSCJAG00000087225
ENSG00000215115,ENSCJAG00000032793
ENSG00000267909,ENSCJAG00000044147
ENSG00000140015,ENSCJAG00000019255
ENSG00000141682,ENSCJAG00000077617
ENSG00000205038,ENSCJAG00000006282
ENSG00000168234,ENSCJAG00000020629
ENSG00000126016,ENSCJAG00000007004
ENSG00000222398,ENSCJAG00000048153
ENSG00000155313,ENSCJAG00000003327
ENSG00000206991,ENSCJAG00000073549
ENSG00000165480,ENSCJAG00000018664
ENSG00000201136,ENSCJAG00000048153
ENSG00000206589,ENSCJAG00000073549
ENSG00000128886,ENSCJAG00000002572
ENSG00000204279,ENSCJAG00000016523
ENSG00000165389,ENSCJAG00000086959
ENSG00000269791,ENSCJAG00000014776
ENSG00000151812,ENSCJAG00000018660
ENSG00000236371,ENSCJAG00000078239
ENSG00000238205,ENSCJAG00000043940
ENSG00000101574,ENSCJAG00000000092
ENSG00000221792,ENSCJAG00000047515
ENSG00000184911,ENSCJAG00000073913
ENSG00000238311,ENSCJAG00000072323
ENSG00000083642,ENSCJAG00000018428
ENSG00000275776,ENSCJAG00000037890
ENSG00000275776,ENSCJAG00000075986
ENSG00000275776,ENSCJAG00000072327
ENSG00000206987,ENSCJAG00000029469
ENSG00000206127,ENSCJAG00000082439
ENSG00000167656,ENSCJAG00000055788
ENSG00000042832,ENSCJAG00000004602
ENSG00000154839,ENSCJAG00000084830
ENSG00000274076,ENSCJAG00000037890
ENSG00000274076,ENSCJAG00000075986
ENSG00000274076,ENSCJAG00000072327
ENSG00000125816,ENSCJAG00000040336
ENSG00000182732,ENSCJAG00000014537
ENSG00000125820,ENSCJAG00000051781
ENSG00000125820,ENSCJAG00000062354
ENSG00000200391,ENSCJAG00000072400
ENSG00000233917,ENSCJAG00000033335
ENSG00000166845,ENSCJAG00000001841
ENSG00000123569,ENSCJAG00000033818
ENSG00000102290,ENSCJAG00000003672
ENSG00000120158,ENSCJAG00000011202
ENSG00000173548,ENSCJAG00000004860
ENSG00000166762,ENSCJAG00000037831
ENSG00000269103,ENSCJAG00000056324
ENSG00000206710,ENSCJAG00000072823
ENSG00000124216,ENSCJAG00000073906
ENSG00000183837,ENSCJAG00000022542
ENSG00000269502,ENSCJAG00000073913
ENSG00000101981,ENSCJAG00000010284
ENSG00000183354,ENSCJAG00000045189
ENSG00000152240,ENSCJAG00000008303
ENSG00000176399,ENSCJAG00000008059
ENSG00000238485,ENSCJAG00000081640
ENSG00000206849,ENSCJAG00000029568
ENSG00000182405,ENSCJAG00000023283
ENSG00000206765,ENSCJAG00000070741
ENSG00000207091,ENSCJAG00000029859
ENSG00000153714,ENSCJAG00000011941
ENSG00000239151,ENSCJAG00000060150
ENSG00000176988,ENSCJAG00000049119
ENSG00000284329,ENSCJAG00000040525
ENSG00000124260,ENSCJAG00000003841
ENSG00000104499,ENSCJAG00000021469
ENSG00000196092,ENSCJAG00000010379
ENSG00000125810,ENSCJAG00000005796
ENSG00000140199,ENSCJAG00000021120
ENSG00000171402,ENSCJAG00000009950
ENSG00000197353,ENSCJAG00000078107
ENSG00000165694,ENSCJAG00000014601
ENSG00000126233,ENSCJAG00000071762
ENSG00000120685,ENSCJAG00000017859
ENSG00000101825,ENSCJAG00000013776
ENSG00000227488,ENSCJAG00000071901
ENSG00000227488,ENSCJAG00000002889
ENSG00000227488,ENSCJAG00000044748
ENSG00000216649,ENSCJAG00000071901
ENSG00000216649,ENSCJAG00000002889
ENSG00000216649,ENSCJAG00000044748
ENSG00000164796,ENSCJAG00000005957
ENSG00000215269,ENSCJAG00000071901
ENSG00000215269,ENSCJAG00000002889
ENSG00000215269,ENSCJAG00000044748
ENSG00000101773,ENSCJAG00000020545
ENSG00000224902,ENSCJAG00000071901
ENSG00000224902,ENSCJAG00000002889
ENSG00000224902,ENSCJAG00000044748
ENSG00000205777,ENSCJAG00000071901
ENSG00000205777,ENSCJAG00000002889
ENSG00000205777,ENSCJAG00000044748
ENSG00000215274,ENSCJAG00000071901
ENSG00000215274,ENSCJAG00000002889
ENSG00000215274,ENSCJAG00000044748
ENSG00000224659,ENSCJAG00000071901
ENSG00000224659,ENSCJAG00000002889
ENSG00000224659,ENSCJAG00000044748
ENSG00000132964,ENSCJAG00000019296
ENSG00000160194,ENSCJAG00000015786
ENSG00000268089,ENSCJAG00000003787
ENSG00000198883,ENSCJAG00000016373
ENSG00000180509,ENSCJAG00000081015
ENSG00000201407,ENSCJAG00000026132
ENSG00000188158,ENSCJAG00000004660
ENSG00000207784,ENSCJAG00000030296
ENSG00000157538,ENSCJAG00000002626
ENSG00000184083,ENSCJAG00000006315
ENSG00000269556,ENSCJAG00000075434
ENSG00000126733,ENSCJAG00000010422
ENSG00000205476,ENSCJAG00000079943
ENSG00000172164,ENSCJAG00000005315
ENSG00000205642,ENSCJAG00000018850
ENSG00000205642,ENSCJAG00000055596
ENSG00000205642,ENSCJAG00000075429
ENSG00000205642,ENSCJAG00000082544
ENSG00000205642,ENSCJAG00000053609
ENSG00000205642,ENSCJAG00000000866
ENSG00000205642,ENSCJAG00000004073
ENSG00000141401,ENSCJAG00000044372
ENSG00000102606,ENSCJAG00000014093
ENSG00000185515,ENSCJAG00000004308
ENSG00000142197,ENSCJAG00000002725
ENSG00000170961,ENSCJAG00000055536
ENSG00000242079,ENSCJAG00000043451
ENSG00000206661,ENSCJAG00000024758
ENSG00000207027,ENSCJAG00000025752
ENSG00000206950,ENSCJAG00000072678
ENSG00000252035,ENSCJAG00000073276
ENSG00000199127,ENSCJAG00000024050
ENSG00000240189,ENSCJAG00000044947
ENSG00000240189,ENSCJAG00000071740
ENSG00000240189,ENSCJAG00000074986
ENSG00000240189,ENSCJAG00000035912
ENSG00000240189,ENSCJAG00000072838
ENSG00000240189,ENSCJAG00000085331
ENSG00000240189,ENSCJAG00000066405
ENSG00000240189,ENSCJAG00000076484
ENSG00000240189,ENSCJAG00000073415
ENSG00000240189,ENSCJAG00000083238
ENSG00000240189,ENSCJAG00000047779
ENSG00000240189,ENSCJAG00000046901
ENSG00000240189,ENSCJAG00000036928
ENSG00000240189,ENSCJAG00000081653
ENSG00000240189,ENSCJAG00000047344
ENSG00000240189,ENSCJAG00000085577
ENSG00000240189,ENSCJAG00000040110
ENSG00000240189,ENSCJAG00000078512
ENSG00000240189,ENSCJAG00000037501
ENSG00000240189,ENSCJAG00000086199
ENSG00000240189,ENSCJAG00000071223
ENSG00000240189,ENSCJAG00000075625
ENSG00000240189,ENSCJAG00000039308
ENSG00000240189,ENSCJAG00000074217
ENSG00000240189,ENSCJAG00000077938
ENSG00000240189,ENSCJAG00000073429
ENSG00000240189,ENSCJAG00000086617
ENSG00000240189,ENSCJAG00000046486
ENSG00000240189,ENSCJAG00000071133
ENSG00000240189,ENSCJAG00000077715
ENSG00000240189,ENSCJAG00000048043
ENSG00000240189,ENSCJAG00000067903
ENSG00000240189,ENSCJAG00000070136
ENSG00000240189,ENSCJAG00000084283
ENSG00000240189,ENSCJAG00000061247
ENSG00000240189,ENSCJAG00000075670
ENSG00000240189,ENSCJAG00000076048
ENSG00000240189,ENSCJAG00000076431
ENSG00000240189,ENSCJAG00000083398
ENSG00000240189,ENSCJAG00000084119
ENSG00000240189,ENSCJAG00000045557
ENSG00000240189,ENSCJAG00000071202
ENSG00000240189,ENSCJAG00000043643
ENSG00000240189,ENSCJAG00000086883
ENSG00000240189,ENSCJAG00000047391
ENSG00000240189,ENSCJAG00000075646
ENSG00000240189,ENSCJAG00000048021
ENSG00000240189,ENSCJAG00000084354
ENSG00000240189,ENSCJAG00000079561
ENSG00000240189,ENSCJAG00000037132
ENSG00000240189,ENSCJAG00000075666
ENSG00000240189,ENSCJAG00000038035
ENSG00000240189,ENSCJAG00000078311
ENSG00000240189,ENSCJAG00000040563
ENSG00000240189,ENSCJAG00000073058
ENSG00000240189,ENSCJAG00000071821
ENSG00000240189,ENSCJAG00000071813
ENSG00000240189,ENSCJAG00000078250
ENSG00000240189,ENSCJAG00000038135
ENSG00000240189,ENSCJAG00000041129
ENSG00000240189,ENSCJAG00000070267
ENSG00000240189,ENSCJAG00000082736
ENSG00000240189,ENSCJAG00000083551
ENSG00000240189,ENSCJAG00000072606
ENSG00000240189,ENSCJAG00000074191
ENSG00000240189,ENSCJAG00000084832
ENSG00000240189,ENSCJAG00000071465
ENSG00000240189,ENSCJAG00000076963
ENSG00000240189,ENSCJAG00000084002
ENSG00000240189,ENSCJAG00000067633
ENSG00000240189,ENSCJAG00000069733
ENSG00000240189,ENSCJAG00000077885
ENSG00000240189,ENSCJAG00000070104
ENSG00000240189,ENSCJAG00000071620
ENSG00000240189,ENSCJAG00000038482
ENSG00000240189,ENSCJAG00000036774
ENSG00000240189,ENSCJAG00000080713
ENSG00000240189,ENSCJAG00000069661
ENSG00000240189,ENSCJAG00000086947
ENSG00000240189,ENSCJAG00000080729
ENSG00000240189,ENSCJAG00000080464
ENSG00000240189,ENSCJAG00000081338
ENSG00000240189,ENSCJAG00000083968
ENSG00000240189,ENSCJAG00000048306
ENSG00000240189,ENSCJAG00000076404
ENSG00000240189,ENSCJAG00000066457
ENSG00000240189,ENSCJAG00000070878
ENSG00000239175,ENSCJAG00000032200
ENSG00000252505,ENSCJAG00000062342
ENSG00000263794,ENSCJAG00000045538
ENSG00000252735,ENSCJAG00000024954
ENSG00000206871,ENSCJAG00000073477
ENSG00000238936,ENSCJAG00000025912
ENSG00000239039,ENSCJAG00000077908
ENSG00000239039,ENSCJAG00000082925
ENSG00000185448,ENSCJAG00000080095
ENSG00000185448,ENSCJAG00000076353
ENSG00000201316,ENSCJAG00000060560
ENSG00000206852,ENSCJAG00000086793
ENSG00000206852,ENSCJAG00000032717
ENSG00000211952,ENSCJAG00000081319
ENSG00000211952,ENSCJAG00000079757
ENSG00000211952,ENSCJAG00000080370
ENSG00000200986,ENSCJAG00000076600
ENSG00000200986,ENSCJAG00000074825
ENSG00000252693,ENSCJAG00000034242
ENSG00000206975,ENSCJAG00000074912
ENSG00000211947,ENSCJAG00000076792
ENSG00000211947,ENSCJAG00000071686
ENSG00000200714,ENSCJAG00000028740
ENSG00000183862,ENSCJAG00000003872
ENSG00000206853,ENSCJAG00000023707
ENSG00000277740,ENSCJAG00000039600
ENSG00000207816,ENSCJAG00000024838
ENSG00000243532,ENSCJAG00000037728
ENSG00000252091,ENSCJAG00000073332
ENSG00000275128,ENSCJAG00000036518
ENSG00000241821,ENSCJAG00000044083
ENSG00000118276,ENSCJAG00000020816
ENSG00000223220,ENSCJAG00000082864
ENSG00000223220,ENSCJAG00000077583
ENSG00000206649,ENSCJAG00000029228
ENSG00000185960,ENSCJAG00000074748
ENSG00000185960,ENSCJAG00000080610
ENSG00000185960,ENSCJAG00000077317
ENSG00000185960,ENSCJAG00000075864
ENSG00000207036,ENSCJAG00000082080
ENSG00000206701,ENSCJAG00000087177
ENSG00000242315,ENSCJAG00000041047
ENSG00000252935,ENSCJAG00000040512
ENSG00000252755,ENSCJAG00000041630
ENSG00000207215,ENSCJAG00000026273
ENSG00000140104,ENSCJAG00000081358
ENSG00000241550,ENSCJAG00000035850
ENSG00000207067,ENSCJAG00000073536
ENSG00000207067,ENSCJAG00000029719
ENSG00000212414,ENSCJAG00000025335
ENSG00000202399,ENSCJAG00000086730
ENSG00000252593,ENSCJAG00000082256
ENSG00000206719,ENSCJAG00000024099
ENSG00000204116,ENSCJAG00000016436
ENSG00000207334,ENSCJAG00000072728
ENSG00000206776,ENSCJAG00000069634
ENSG00000244033,ENSCJAG00000037907
ENSG00000240151,ENSCJAG00000037968
ENSG00000222795,ENSCJAG00000072509
ENSG00000222795,ENSCJAG00000079627
ENSG00000222795,ENSCJAG00000083350
ENSG00000222795,ENSCJAG00000086631
ENSG00000222795,ENSCJAG00000081011
ENSG00000197506,ENSCJAG00000003868
ENSG00000238372,ENSCJAG00000074703
ENSG00000206695,ENSCJAG00000073961
ENSG00000207258,ENSCJAG00000073137
ENSG00000207110,ENSCJAG00000045296
ENSG00000207110,ENSCJAG00000071240
ENSG00000207110,ENSCJAG00000071146
ENSG00000207110,ENSCJAG00000086585
ENSG00000207110,ENSCJAG00000027230
ENSG00000207110,ENSCJAG00000073631
ENSG00000236446,ENSCJAG00000078239
ENSG00000241476,ENSCJAG00000014776
ENSG00000185567,ENSCJAG00000072135
ENSG00000211950,ENSCJAG00000074322
ENSG00000211950,ENSCJAG00000085672
ENSG00000104415,ENSCJAG00000004700
ENSG00000282651,ENSCJAG00000085264
ENSG00000282651,ENSCJAG00000076325
ENSG00000282651,ENSCJAG00000073395
ENSG00000282651,ENSCJAG00000075473
ENSG00000282651,ENSCJAG00000078627
ENSG00000282651,ENSCJAG00000070116
ENSG00000282651,ENSCJAG00000034163
ENSG00000282651,ENSCJAG00000082538
ENSG00000153339,ENSCJAG00000020835
ENSG00000211951,ENSCJAG00000085585
ENSG00000211951,ENSCJAG00000073412
ENSG00000182583,ENSCJAG00000018850
ENSG00000182583,ENSCJAG00000055596
ENSG00000182583,ENSCJAG00000075429
ENSG00000182583,ENSCJAG00000082544
ENSG00000182583,ENSCJAG00000053609
ENSG00000182583,ENSCJAG00000000866
ENSG00000182583,ENSCJAG00000004073
ENSG00000107165,ENSCJAG00000011907
ENSG00000207417,ENSCJAG00000058179
ENSG00000165496,ENSCJAG00000076382
ENSG00000260802,ENSCJAG00000038675
ENSG00000206685,ENSCJAG00000078827
ENSG00000201659,ENSCJAG00000024148
ENSG00000283274,ENSCJAG00000024848
ENSG00000241964,ENSCJAG00000040251
ENSG00000206906,ENSCJAG00000081275
ENSG00000206906,ENSCJAG00000080147
ENSG00000206906,ENSCJAG00000085948
ENSG00000137558,ENSCJAG00000000555
ENSG00000278746,ENSCJAG00000082028
ENSG00000202337,ENSCJAG00000080919
ENSG00000212270,ENSCJAG00000026672
ENSG00000207004,ENSCJAG00000074783
ENSG00000201376,ENSCJAG00000031368
ENSG00000165240,ENSCJAG00000004052
ENSG00000243700,ENSCJAG00000042086
ENSG00000156049,ENSCJAG00000074827
ENSG00000207444,ENSCJAG00000029200
ENSG00000206588,ENSCJAG00000082305
ENSG00000199739,ENSCJAG00000074252
ENSG00000276782,ENSCJAG00000037465
ENSG00000200860,ENSCJAG00000038122
ENSG00000201351,ENSCJAG00000026233
ENSG00000252644,ENSCJAG00000081114
ENSG00000221102,ENSCJAG00000030960
ENSG00000252655,ENSCJAG00000061904
ENSG00000241757,ENSCJAG00000080302
ENSG00000222276,ENSCJAG00000029918
ENSG00000272439,ENSCJAG00000071325
ENSG00000175894,ENSCJAG00000015329
ENSG00000187559,ENSCJAG00000040149
ENSG00000187559,ENSCJAG00000008647
ENSG00000261678,ENSCJAG00000061387
ENSG00000147804,ENSCJAG00000021420
ENSG00000198785,ENSCJAG00000016471
ENSG00000160256,ENSCJAG00000010599
ENSG00000212302,ENSCJAG00000085742
ENSG00000212302,ENSCJAG00000079615
ENSG00000199716,ENSCJAG00000079935
ENSG00000222028,ENSCJAG00000046458
ENSG00000259431,ENSCJAG00000007522
ENSG00000155833,ENSCJAG00000016490
ENSG00000238854,ENSCJAG00000030999
ENSG00000240905,ENSCJAG00000047474
ENSG00000131668,ENSCJAG00000045992
ENSG00000238650,ENSCJAG00000025676
ENSG00000172680,ENSCJAG00000021905
ENSG00000201512,ENSCJAG00000085880
ENSG00000200354,ENSCJAG00000073617
ENSG00000201811,ENSCJAG00000056559
ENSG00000221093,ENSCJAG00000025097
ENSG00000221093,ENSCJAG00000075963
ENSG00000212335,ENSCJAG00000076211
ENSG00000100721,ENSCJAG00000073704
ENSG00000154639,ENSCJAG00000003385
ENSG00000104419,ENSCJAG00000004715
ENSG00000197969,ENSCJAG00000003147
ENSG00000256463,ENSCJAG00000007332
ENSG00000199440,ENSCJAG00000078452
ENSG00000201573,ENSCJAG00000076354
ENSG00000243103,ENSCJAG00000037281
ENSG00000252945,ENSCJAG00000053515
ENSG00000206924,ENSCJAG00000077272
ENSG00000206924,ENSCJAG00000071008
ENSG00000177426,ENSCJAG00000012865
ENSG00000177426,ENSCJAG00000061682
ENSG00000102738,ENSCJAG00000017805
ENSG00000222489,ENSCJAG00000026141
ENSG00000238344,ENSCJAG00000055902
ENSG00000185271,ENSCJAG00000009772
ENSG00000102104,ENSCJAG00000005829
ENSG00000266710,ENSCJAG00000080014
ENSG00000171433,ENSCJAG00000042238
ENSG00000207367,ENSCJAG00000034532
ENSG00000187682,ENSCJAG00000040987
ENSG00000199461,ENSCJAG00000082051
ENSG00000223309,ENSCJAG00000023468
ENSG00000221750,ENSCJAG00000024195
ENSG00000160310,ENSCJAG00000001571
ENSG00000207291,ENSCJAG00000085447
ENSG00000212584,ENSCJAG00000079021
ENSG00000196440,ENSCJAG00000084639
ENSG00000169385,ENSCJAG00000009638
ENSG00000133121,ENSCJAG00000018399
ENSG00000243817,ENSCJAG00000037784
ENSG00000165794,ENSCJAG00000009600
ENSG00000206844,ENSCJAG00000072634
ENSG00000169933,ENSCJAG00000006179
ENSG00000179636,ENSCJAG00000009590
ENSG00000206948,ENSCJAG00000024729
ENSG00000206693,ENSCJAG00000028452
ENSG00000203870,ENSCJAG00000004256
ENSG00000164151,ENSCJAG00000008637
ENSG00000250423,ENSCJAG00000050075
ENSG00000200102,ENSCJAG00000082025
ENSG00000075336,ENSCJAG00000043210
ENSG00000224440,ENSCJAG00000031179
ENSG00000171489,ENSCJAG00000015593
ENSG00000273696,ENSCJAG00000085154
ENSG00000199436,ENSCJAG00000055418
ENSG00000252469,ENSCJAG00000084317
ENSG00000196976,ENSCJAG00000041329
ENSG00000206663,ENSCJAG00000074283
ENSG00000201184,ENSCJAG00000072886
ENSG00000201882,ENSCJAG00000070531
ENSG00000202275,ENSCJAG00000055341
ENSG00000207164,ENSCJAG00000074708
ENSG00000183654,ENSCJAG00000047285
ENSG00000185736,ENSCJAG00000008412
ENSG00000272533,ENSCJAG00000035119
ENSG00000171004,ENSCJAG00000004130
ENSG00000258986,ENSCJAG00000069879
ENSG00000249467,ENSCJAG00000061898
ENSG00000184210,ENSCJAG00000012517
ENSG00000145555,ENSCJAG00000011831
ENSG00000080986,ENSCJAG00000000078
ENSG00000242657,ENSCJAG00000038801
ENSG00000204195,ENSCJAG00000032564
ENSG00000176244,ENSCJAG00000009249
ENSG00000186912,ENSCJAG00000038850
ENSG00000120500,ENSCJAG00000012455
ENSG00000200653,ENSCJAG00000079509
ENSG00000207342,ENSCJAG00000072888
ENSG00000107611,ENSCJAG00000008967
ENSG00000202490,ENSCJAG00000082493
ENSG00000207172,ENSCJAG00000082904
ENSG00000200693,ENSCJAG00000052767
ENSG00000151849,ENSCJAG00000018946
ENSG00000202182,ENSCJAG00000086651
ENSG00000211574,ENSCJAG00000028800
ENSG00000208001,ENSCJAG00000024757
ENSG00000207569,ENSCJAG00000024183
ENSG00000207608,ENSCJAG00000026365
ENSG00000207942,ENSCJAG00000044207
ENSG00000275662,ENSCJAG00000052585
ENSG00000199005,ENSCJAG00000029250
ENSG00000202191,ENSCJAG00000063281
ENSG00000201700,ENSCJAG00000072291
ENSG00000201672,ENSCJAG00000081926
ENSG00000272474,ENSCJAG00000067930
ENSG00000200215,ENSCJAG00000076869
ENSG00000200632,ENSCJAG00000058850
ENSG00000200367,ENSCJAG00000067881
ENSG00000201950,ENSCJAG00000083689
ENSG00000199575,ENSCJAG00000072492
ENSG00000147127,ENSCJAG00000012441
ENSG00000201839,ENSCJAG00000054655
ENSG00000200832,ENSCJAG00000062142
ENSG00000201240,ENSCJAG00000060472
ENSG00000200279,ENSCJAG00000063925
ENSG00000200608,ENSCJAG00000076931
ENSG00000202270,ENSCJAG00000086477
ENSG00000201247,ENSCJAG00000086825
ENSG00000201557,ENSCJAG00000085897
ENSG00000199914,ENSCJAG00000054423
ENSG00000201569,ENSCJAG00000073694
ENSG00000199942,ENSCJAG00000086435
ENSG00000201036,ENSCJAG00000053422
ENSG00000202048,ENSCJAG00000068197
ENSG00000272344,ENSCJAG00000072441
ENSG00000202293,ENSCJAG00000078790
ENSG00000200406,ENSCJAG00000067651
ENSG00000201899,ENSCJAG00000072590
ENSG00000200612,ENSCJAG00000078280
ENSG00000200413,ENSCJAG00000078138
ENSG00000200480,ENSCJAG00000055022
ENSG00000201689,ENSCJAG00000069960
ENSG00000201318,ENSCJAG00000069991
ENSG00000200089,ENSCJAG00000075898
ENSG00000207749,ENSCJAG00000030045
ENSG00000199069,ENSCJAG00000025915
ENSG00000201377,ENSCJAG00000026044
ENSG00000211582,ENSCJAG00000028891
ENSG00000200431,ENSCJAG00000029925
ENSG00000194717,ENSCJAG00000028414
ENSG00000072315,ENSCJAG00000007053
ENSG00000207743,ENSCJAG00000027261
ENSG00000207587,ENSCJAG00000025721
ENSG00000207993,ENSCJAG00000024569
ENSG00000207978,ENSCJAG00000030411
ENSG00000199012,ENSCJAG00000069194
ENSG00000199092,ENSCJAG00000027774
ENSG00000277754,ENSCJAG00000070095
ENSG00000282815,ENSCJAG00000040019
ENSG00000243978,ENSCJAG00000041314
ENSG00000101544,ENSCJAG00000010119
ENSG00000198173,ENSCJAG00000080095
ENSG00000198173,ENSCJAG00000076353
ENSG00000165309,ENSCJAG00000007880
ENSG00000207175,ENSCJAG00000077490
ENSG00000266420,ENSCJAG00000042751
ENSG00000252147,ENSCJAG00000024548
ENSG00000176294,ENSCJAG00000073747
ENSG00000261709,ENSCJAG00000029398
ENSG00000119541,ENSCJAG00000006696
ENSG00000238941,ENSCJAG00000076794
