mouse_gene,macaque_gene
ENSMUSG00000040163,ENSMFAG00000039958
ENSMUSG00000062105,ENSMFAG00000060508
ENSMUSG00000062105,ENSMFAG00000053901
ENSMUSG00000062105,ENSMFAG00000047351
ENSMUSG00000062105,ENSMFAG00000053144
ENSMUSG00000062105,ENSMFAG00000007212
ENSMUSG00000025938,ENSMFAG00000037298
ENSMUSG00000045867,ENSMFAG00000043923
ENSMUSG00000033658,ENSMFAG00000030922
ENSMUSG00000040121,ENSMFAG00000062839
ENSMUSG00000029438,ENSMFAG00000045274
ENSMUSG00000040112,ENSMFAG00000030289
ENSMUSG00000040112,ENSMFAG00000060921
ENSMUSG00000047960,ENSMFAG00000060508
ENSMUSG00000047960,ENSMFAG00000053901
ENSMUSG00000047960,ENSMFAG00000047351
ENSMUSG00000047960,ENSMFAG00000053144
ENSMUSG00000047960,ENSMFAG00000007212
ENSMUSG00000043357,ENSMFAG00000060508
ENSMUSG00000043357,ENSMFAG00000053901
ENSMUSG00000043357,ENSMFAG00000047351
ENSMUSG00000043357,ENSMFAG00000053144
ENSMUSG00000043357,ENSMFAG00000007212
ENSMUSG00000019913,ENSMFAG00000002878
ENSMUSG00000064006,ENSMFAG00000060508
ENSMUSG00000064006,ENSMFAG00000053901
ENSMUSG00000064006,ENSMFAG00000047351
ENSMUSG00000064006,ENSMFAG00000053144
ENSMUSG00000064006,ENSMFAG00000007212
ENSMUSG00000047155,ENSMFAG00000000631
ENSMUSG00000094539,ENSMFAG00000060508
ENSMUSG00000094539,ENSMFAG00000053901
ENSMUSG00000094539,ENSMFAG00000047351
ENSMUSG00000094539,ENSMFAG00000053144
ENSMUSG00000094539,ENSMFAG00000007212
ENSMUSG00000062115,ENSMFAG00000002488
ENSMUSG00000060057,ENSMFAG00000060508
ENSMUSG00000060057,ENSMFAG00000053901
ENSMUSG00000060057,ENSMFAG00000047351
ENSMUSG00000060057,ENSMFAG00000053144
ENSMUSG00000060057,ENSMFAG00000007212
ENSMUSG00000029563,ENSMFAG00000000636
ENSMUSG00000005078,ENSMFAG00000001385
ENSMUSG00000039361,ENSMFAG00000002978
ENSMUSG00000084449,ENSMFAG00000020300
ENSMUSG00000031465,ENSMFAG00000044644
ENSMUSG00000020027,ENSMFAG00000031234
ENSMUSG00000096695,ENSMFAG00000060508
ENSMUSG00000096695,ENSMFAG00000053901
ENSMUSG00000096695,ENSMFAG00000047351
ENSMUSG00000096695,ENSMFAG00000053144
ENSMUSG00000096695,ENSMFAG00000007212
ENSMUSG00000042414,ENSMFAG00000044991
ENSMUSG00000010609,ENSMFAG00000000107
ENSMUSG00000031467,ENSMFAG00000034052
ENSMUSG00000054517,ENSMFAG00000051824
ENSMUSG00000021086,ENSMFAG00000043449
ENSMUSG00000031400,ENSMFAG00000043207
ENSMUSG00000074991,ENSMFAG00000029970
ENSMUSG00000006522,ENSMFAG00000038762
ENSMUSG00000025171,ENSMFAG00000044920
ENSMUSG00000044456,ENSMFAG00000023107
ENSMUSG00000025172,ENSMFAG00000039302
ENSMUSG00000022724,ENSMFAG00000041662
ENSMUSG00000031960,ENSMFAG00000002309
ENSMUSG00000061165,ENSMFAG00000019193
ENSMUSG00000025176,ENSMFAG00000061572
ENSMUSG00000110526,ENSMFAG00000019193
ENSMUSG00000032322,ENSMFAG00000041249
ENSMUSG00000084346,ENSMFAG00000042796
ENSMUSG00000084346,ENSMFAG00000032544
ENSMUSG00000084346,ENSMFAG00000039188
ENSMUSG00000084346,ENSMFAG00000054713
ENSMUSG00000084346,ENSMFAG00000045394
ENSMUSG00000031433,ENSMFAG00000041338
ENSMUSG00002075618,ENSMFAG00000017531
ENSMUSG00000026809,ENSMFAG00000033110
ENSMUSG00000034891,ENSMFAG00000033893
ENSMUSG00000049670,ENSMFAG00000000472
ENSMUSG00000025178,ENSMFAG00000003191
ENSMUSG00000026807,ENSMFAG00000032283
ENSMUSG00000020315,ENSMFAG00000003466
ENSMUSG00000022723,ENSMFAG00000046104
ENSMUSG00000066072,ENSMFAG00000042796
ENSMUSG00000066072,ENSMFAG00000032544
ENSMUSG00000066072,ENSMFAG00000039188
ENSMUSG00000066072,ENSMFAG00000054713
ENSMUSG00000066072,ENSMFAG00000045394
ENSMUSG00000063350,ENSMFAG00000062748
ENSMUSG00000058628,ENSMFAG00000062748
ENSMUSG00002075329,ENSMFAG00000019274
ENSMUSG00002075329,ENSMFAG00000023728
ENSMUSG00000033799,ENSMFAG00000000468
ENSMUSG00000036095,ENSMFAG00000042148
ENSMUSG00000022257,ENSMFAG00000042049
ENSMUSG00000066750,ENSMFAG00000062748
ENSMUSG00000006529,ENSMFAG00000038345
ENSMUSG00000035666,ENSMFAG00000041984
ENSMUSG00000032562,ENSMFAG00000032665
ENSMUSG00000018821,ENSMFAG00000043548
ENSMUSG00002076372,ENSMFAG00000055494
ENSMUSG00002076372,ENSMFAG00000065553
ENSMUSG00000042401,ENSMFAG00000007568
ENSMUSG00000058600,ENSMFAG00000031945
ENSMUSG00000039814,ENSMFAG00000036702
ENSMUSG00000026163,ENSMFAG00000045447
ENSMUSG00000066748,ENSMFAG00000058709
ENSMUSG00000040732,ENSMFAG00000031991
ENSMUSG00000032324,ENSMFAG00000031959
ENSMUSG00000026806,ENSMFAG00000036342
ENSMUSG00000065899,ENSMFAG00000009692
ENSMUSG00000065899,ENSMFAG00000006559
ENSMUSG00000065899,ENSMFAG00000035315
ENSMUSG00000065899,ENSMFAG00000021314
ENSMUSG00000065899,ENSMFAG00000035002
ENSMUSG00000028712,ENSMFAG00000042796
ENSMUSG00000028712,ENSMFAG00000032544
ENSMUSG00000028712,ENSMFAG00000039188
ENSMUSG00000028712,ENSMFAG00000054713
ENSMUSG00000028712,ENSMFAG00000045394
ENSMUSG00000044726,ENSMFAG00000002519
ENSMUSG00000022323,ENSMFAG00000028633
ENSMUSG00000022323,ENSMFAG00000060028
ENSMUSG00000079534,ENSMFAG00000060170
ENSMUSG00000079534,ENSMFAG00000053528
ENSMUSG00000031295,ENSMFAG00000044106
ENSMUSG00000066747,ENSMFAG00000054594
ENSMUSG00000055782,ENSMFAG00000002050
ENSMUSG00000060579,ENSMFAG00000040773
ENSMUSG00000038855,ENSMFAG00000035876
ENSMUSG00000084661,ENSMFAG00000053722
ENSMUSG00000019909,ENSMFAG00000050195
ENSMUSG00000033781,ENSMFAG00000000727
ENSMUSG00000063929,ENSMFAG00000042796
ENSMUSG00000063929,ENSMFAG00000032544
ENSMUSG00000063929,ENSMFAG00000039188
ENSMUSG00000063929,ENSMFAG00000054713
ENSMUSG00000063929,ENSMFAG00000045394
ENSMUSG00000074305,ENSMFAG00000042540
ENSMUSG00000039375,ENSMFAG00000043874
ENSMUSG00000078932,ENSMFAG00000033372
ENSMUSG00000034780,ENSMFAG00000008871
ENSMUSG00000028713,ENSMFAG00000031207
ENSMUSG00000019905,ENSMFAG00000037810
ENSMUSG00000026805,ENSMFAG00000001005
ENSMUSG00000025184,ENSMFAG00000036084
ENSMUSG00000053963,ENSMFAG00000035398
ENSMUSG00000036298,ENSMFAG00000048331
ENSMUSG00000063130,ENSMFAG00000008251
ENSMUSG00000033765,ENSMFAG00000049878
ENSMUSG00000099269,ENSMFAG00000049878
ENSMUSG00000074794,ENSMFAG00000031762
ENSMUSG00000079502,ENSMFAG00000001992
ENSMUSG00000045658,ENSMFAG00000062653
ENSMUSG00000025185,ENSMFAG00000036533
ENSMUSG00000021918,ENSMFAG00000003641
ENSMUSG00000022325,ENSMFAG00000000347
ENSMUSG00000032329,ENSMFAG00000037384
ENSMUSG00000072662,ENSMFAG00000034623
ENSMUSG00000015484,ENSMFAG00000037711
ENSMUSG00000019929,ENSMFAG00000037651
ENSMUSG00000062646,ENSMFAG00000042444
ENSMUSG00000040102,ENSMFAG00000037607
ENSMUSG00000048402,ENSMFAG00000003477
ENSMUSG00000021087,ENSMFAG00000031365
ENSMUSG00000048776,ENSMFAG00000003152
ENSMUSG00000068184,ENSMFAG00000003670
ENSMUSG00000041390,ENSMFAG00000050895
ENSMUSG00000059866,ENSMFAG00000003617
ENSMUSG00000029026,ENSMFAG00000043807
ENSMUSG00000060224,ENSMFAG00000034078
ENSMUSG00000036446,ENSMFAG00000036088
ENSMUSG00000021215,ENSMFAG00000038831
ENSMUSG00000019932,ENSMFAG00000041597
ENSMUSG00000019936,ENSMFAG00000033919
ENSMUSG00000030301,ENSMFAG00000045497
ENSMUSG00000038879,ENSMFAG00000027246
ENSMUSG00000021090,ENSMFAG00000041739
ENSMUSG00000011831,ENSMFAG00000003592
ENSMUSG00000037035,ENSMFAG00000043042
ENSMUSG00000036766,ENSMFAG00000034549
ENSMUSG00000024059,ENSMFAG00000044119
ENSMUSG00000019900,ENSMFAG00000000913
ENSMUSG00000032872,ENSMFAG00000036090
ENSMUSG00000050963,ENSMFAG00000030529
ENSMUSG00000025188,ENSMFAG00000036329
ENSMUSG00000022329,ENSMFAG00000000855
ENSMUSG00000029553,ENSMFAG00000035684
ENSMUSG00000021216,ENSMFAG00000042394
ENSMUSG00000005886,ENSMFAG00000017985
ENSMUSG00000044988,ENSMFAG00000047462
ENSMUSG00000072944,ENSMFAG00000033608
ENSMUSG00000026803,ENSMFAG00000039898
ENSMUSG00000074895,ENSMFAG00000031726
ENSMUSG00000029822,ENSMFAG00000045859
ENSMUSG00000118653,ENSMFAG00000001052
ENSMUSG00000042761,ENSMFAG00000038052
ENSMUSG00000017631,ENSMFAG00000044480
ENSMUSG00000027030,ENSMFAG00000031858
ENSMUSG00000022722,ENSMFAG00000035901
ENSMUSG00000042433,ENSMFAG00000033661
ENSMUSG00000021917,ENSMFAG00000040738
ENSMUSG00000049556,ENSMFAG00000010325
ENSMUSG00000031517,ENSMFAG00000030986
ENSMUSG00000062168,ENSMFAG00000032152
ENSMUSG00000063447,ENSMFAG00000039044
ENSMUSG00000022330,ENSMFAG00000030128
ENSMUSG00000002297,ENSMFAG00000034436
ENSMUSG00000037646,ENSMFAG00000034665
ENSMUSG00000021843,ENSMFAG00000043226
ENSMUSG00000031293,ENSMFAG00000003687
ENSMUSG00000056919,ENSMFAG00000031492
ENSMUSG00000046258,ENSMFAG00000038871
ENSMUSG00000109482,ENSMFAG00000031332
ENSMUSG00000042425,ENSMFAG00000059875
ENSMUSG00000096265,ENSMFAG00000048991
ENSMUSG00000096265,ENSMFAG00000049362
ENSMUSG00000096265,ENSMFAG00000055998
ENSMUSG00000096265,ENSMFAG00000062897
ENSMUSG00000096265,ENSMFAG00000057468
ENSMUSG00000096265,ENSMFAG00000053864
ENSMUSG00000096265,ENSMFAG00000052235
ENSMUSG00000096265,ENSMFAG00000047882
ENSMUSG00000021094,ENSMFAG00000031332
ENSMUSG00000043535,ENSMFAG00000039742
ENSMUSG00000049641,ENSMFAG00000039023
ENSMUSG00000038257,ENSMFAG00000034554
ENSMUSG00000022895,ENSMFAG00000055774
ENSMUSG00000019943,ENSMFAG00000045257
ENSMUSG00000045620,ENSMFAG00000047812
ENSMUSG00000021096,ENSMFAG00000001498
ENSMUSG00000033633,ENSMFAG00000006545
ENSMUSG00000014313,ENSMFAG00000050069
ENSMUSG00000032911,ENSMFAG00000031446
ENSMUSG00000004151,ENSMFAG00000032001
ENSMUSG00000037627,ENSMFAG00000000941
ENSMUSG00000032733,ENSMFAG00000002189
ENSMUSG00000055540,ENSMFAG00000000192
ENSMUSG00000032419,ENSMFAG00000039688
ENSMUSG00000058558,ENSMFAG00000003915
ENSMUSG00000058558,ENSMFAG00000033619
ENSMUSG00000063694,ENSMFAG00000026282
ENSMUSG00000063694,ENSMFAG00000050012
ENSMUSG00000063694,ENSMFAG00000030330
ENSMUSG00000063694,ENSMFAG00000020472
ENSMUSG00000063694,ENSMFAG00000029344
ENSMUSG00000063694,ENSMFAG00000029941
ENSMUSG00000021694,ENSMFAG00000037556
ENSMUSG00000019960,ENSMFAG00000038546
ENSMUSG00000045095,ENSMFAG00000032287
ENSMUSG00000029029,ENSMFAG00000001728
ENSMUSG00000032288,ENSMFAG00000008867
ENSMUSG00000031431,ENSMFAG00000045786
ENSMUSG00000005262,ENSMFAG00000040923
ENSMUSG00000055334,ENSMFAG00000003706
ENSMUSG00000004451,ENSMFAG00000038532
ENSMUSG00000074852,ENSMFAG00000036760
ENSMUSG00000119124,ENSMFAG00000016775
ENSMUSG00000038903,ENSMFAG00000032372
ENSMUSG00000046934,ENSMFAG00000002143
ENSMUSG00000045996,ENSMFAG00000053611
ENSMUSG00000064453,ENSMFAG00000005961
ENSMUSG00000077426,ENSMFAG00000020467
ENSMUSG00000032290,ENSMFAG00000040965
ENSMUSG00000038342,ENSMFAG00000030662
ENSMUSG00000025404,ENSMFAG00000036385
ENSMUSG00000025189,ENSMFAG00000046376
ENSMUSG00000037617,ENSMFAG00000027456
ENSMUSG00000098923,ENSMFAG00000016061
ENSMUSG00000084505,ENSMFAG00000005375
ENSMUSG00000029030,ENSMFAG00000037093
ENSMUSG00000026496,ENSMFAG00000002526
ENSMUSG00000034684,ENSMFAG00000002063
ENSMUSG00000024511,ENSMFAG00000002806
ENSMUSG00000057751,ENSMFAG00000036723
ENSMUSG00000027035,ENSMFAG00000046177
ENSMUSG00000110591,ENSMFAG00000048991
ENSMUSG00000110591,ENSMFAG00000049362
ENSMUSG00000110591,ENSMFAG00000055998
ENSMUSG00000110591,ENSMFAG00000062897
ENSMUSG00000110591,ENSMFAG00000057468
ENSMUSG00000110591,ENSMFAG00000053864
ENSMUSG00000110591,ENSMFAG00000052235
ENSMUSG00000110591,ENSMFAG00000047882
ENSMUSG00000025190,ENSMFAG00000030230
ENSMUSG00000031613,ENSMFAG00000041220
ENSMUSG00000079608,ENSMFAG00000046022
ENSMUSG00000071632,ENSMFAG00000040161
ENSMUSG00000074449,ENSMFAG00000048991
ENSMUSG00000074449,ENSMFAG00000049362
ENSMUSG00000074449,ENSMFAG00000055998
ENSMUSG00000074449,ENSMFAG00000062897
ENSMUSG00000074449,ENSMFAG00000057468
ENSMUSG00000074449,ENSMFAG00000053864
ENSMUSG00000074449,ENSMFAG00000052235
ENSMUSG00000074449,ENSMFAG00000047882
ENSMUSG00000044220,ENSMFAG00000044388
ENSMUSG00000034738,ENSMFAG00000031990
ENSMUSG00000040414,ENSMFAG00000003371
ENSMUSG00000055471,ENSMFAG00000032798
ENSMUSG00000033624,ENSMFAG00000044314
ENSMUSG00000088201,ENSMFAG00000009764
ENSMUSG00000070173,ENSMFAG00000005603
ENSMUSG00000070173,ENSMFAG00000005386
ENSMUSG00000025192,ENSMFAG00000038377
ENSMUSG00000029270,ENSMFAG00000000290
ENSMUSG00000022280,ENSMFAG00000044073
ENSMUSG00000022706,ENSMFAG00000032018
ENSMUSG00002076036,ENSMFAG00000030021
ENSMUSG00000050312,ENSMFAG00000037638
ENSMUSG00000039770,ENSMFAG00000034462
ENSMUSG00000021417,ENSMFAG00000039175
ENSMUSG00000026799,ENSMFAG00000003320
ENSMUSG00000000266,ENSMFAG00000038116
ENSMUSG00000054520,ENSMFAG00000040599
ENSMUSG00000044243,ENSMFAG00000065543
ENSMUSG00000046275,ENSMFAG00000065706
ENSMUSG00000048307,ENSMFAG00000043665
ENSMUSG00000010392,ENSMFAG00000038581
ENSMUSG00000038215,ENSMFAG00000003438
ENSMUSG00000024063,ENSMFAG00000065560
ENSMUSG00000040018,ENSMFAG00000044256
ENSMUSG00000022911,ENSMFAG00000044585
ENSMUSG00000118930,ENSMFAG00000055014
ENSMUSG00000023873,ENSMFAG00000031329
ENSMUSG00000055022,ENSMFAG00000035494
ENSMUSG00000020538,ENSMFAG00000028608
ENSMUSG00000089437,ENSMFAG00000006188
ENSMUSG00000089014,ENSMFAG00000006518
ENSMUSG00000025935,ENSMFAG00000002631
ENSMUSG00000031292,ENSMFAG00000030921
ENSMUSG00000047854,ENSMFAG00000007249
ENSMUSG00000038425,ENSMFAG00000011788
ENSMUSG00000022912,ENSMFAG00000043290
ENSMUSG00000025193,ENSMFAG00000031857
ENSMUSG00000029032,ENSMFAG00000046261
ENSMUSG00000005233,ENSMFAG00000035541
ENSMUSG00000047667,ENSMFAG00000037205
ENSMUSG00000063221,ENSMFAG00000037205
ENSMUSG00000094687,ENSMFAG00000000362
ENSMUSG00000094687,ENSMFAG00000033218
ENSMUSG00000094687,ENSMFAG00000036101
ENSMUSG00000094687,ENSMFAG00000064932
ENSMUSG00000094687,ENSMFAG00000052668
ENSMUSG00000094687,ENSMFAG00000000322
ENSMUSG00000094687,ENSMFAG00000055367
ENSMUSG00000094687,ENSMFAG00000003666
ENSMUSG00000094687,ENSMFAG00000038048
ENSMUSG00000094687,ENSMFAG00000061697
ENSMUSG00000094687,ENSMFAG00000046139
ENSMUSG00000094687,ENSMFAG00000043176
ENSMUSG00000022702,ENSMFAG00000030575
ENSMUSG00000058515,ENSMFAG00000037205
ENSMUSG00000061958,ENSMFAG00000000362
ENSMUSG00000061958,ENSMFAG00000033218
ENSMUSG00000061958,ENSMFAG00000036101
ENSMUSG00000061958,ENSMFAG00000064932
ENSMUSG00000061958,ENSMFAG00000052668
ENSMUSG00000061958,ENSMFAG00000000322
ENSMUSG00000061958,ENSMFAG00000055367
ENSMUSG00000061958,ENSMFAG00000003666
ENSMUSG00000061958,ENSMFAG00000038048
ENSMUSG00000061958,ENSMFAG00000061697
ENSMUSG00000061958,ENSMFAG00000046139
ENSMUSG00000061958,ENSMFAG00000043176
ENSMUSG00000038206,ENSMFAG00000034344
ENSMUSG00000059595,ENSMFAG00000055358
ENSMUSG00000058820,ENSMFAG00000055358
ENSMUSG00000025194,ENSMFAG00000042907
ENSMUSG00000025937,ENSMFAG00000033253
ENSMUSG00000094182,ENSMFAG00000055358
ENSMUSG00000046173,ENSMFAG00000044845
ENSMUSG00000046173,ENSMFAG00000049831
ENSMUSG00000046173,ENSMFAG00000004725
ENSMUSG00000046173,ENSMFAG00000051409
ENSMUSG00000047446,ENSMFAG00000044498
ENSMUSG00000047446,ENSMFAG00000051485
ENSMUSG00000054099,ENSMFAG00000034495
ENSMUSG00000054469,ENSMFAG00000042586
ENSMUSG00000049708,ENSMFAG00000055358
ENSMUSG00000039410,ENSMFAG00000036508
ENSMUSG00000094970,ENSMFAG00000055358
ENSMUSG00000021099,ENSMFAG00000038361
ENSMUSG00000067813,ENSMFAG00000040868
ENSMUSG00000074444,ENSMFAG00000000362
ENSMUSG00000074444,ENSMFAG00000033218
ENSMUSG00000074444,ENSMFAG00000036101
ENSMUSG00000074444,ENSMFAG00000064932
ENSMUSG00000074444,ENSMFAG00000052668
ENSMUSG00000074444,ENSMFAG00000000322
ENSMUSG00000074444,ENSMFAG00000055367
ENSMUSG00000074444,ENSMFAG00000003666
ENSMUSG00000074444,ENSMFAG00000038048
ENSMUSG00000074444,ENSMFAG00000061697
ENSMUSG00000074444,ENSMFAG00000046139
ENSMUSG00000074444,ENSMFAG00000043176
ENSMUSG00000074443,ENSMFAG00000000362
ENSMUSG00000074443,ENSMFAG00000033218
ENSMUSG00000074443,ENSMFAG00000036101
ENSMUSG00000074443,ENSMFAG00000064932
ENSMUSG00000074443,ENSMFAG00000052668
ENSMUSG00000074443,ENSMFAG00000000322
ENSMUSG00000074443,ENSMFAG00000055367
ENSMUSG00000074443,ENSMFAG00000003666
ENSMUSG00000074443,ENSMFAG00000038048
ENSMUSG00000074443,ENSMFAG00000061697
ENSMUSG00000074443,ENSMFAG00000046139
ENSMUSG00000074443,ENSMFAG00000043176
ENSMUSG00000096555,ENSMFAG00000055358
ENSMUSG00000119310,ENSMFAG00000004533
ENSMUSG00000119310,ENSMFAG00000050780
ENSMUSG00000074442,ENSMFAG00000000362
ENSMUSG00000074442,ENSMFAG00000033218
ENSMUSG00000074442,ENSMFAG00000036101
ENSMUSG00000074442,ENSMFAG00000064932
ENSMUSG00000074442,ENSMFAG00000052668
ENSMUSG00000074442,ENSMFAG00000000322
ENSMUSG00000074442,ENSMFAG00000055367
ENSMUSG00000074442,ENSMFAG00000003666
ENSMUSG00000074442,ENSMFAG00000038048
ENSMUSG00000074442,ENSMFAG00000061697
ENSMUSG00000074442,ENSMFAG00000046139
ENSMUSG00000074442,ENSMFAG00000043176
ENSMUSG00000026219,ENSMFAG00000042518
ENSMUSG00000051367,ENSMFAG00000048802
ENSMUSG00000079116,ENSMFAG00000000362
ENSMUSG00000079116,ENSMFAG00000033218
ENSMUSG00000079116,ENSMFAG00000036101
ENSMUSG00000079116,ENSMFAG00000064932
ENSMUSG00000079116,ENSMFAG00000052668
ENSMUSG00000079116,ENSMFAG00000000322
ENSMUSG00000079116,ENSMFAG00000055367
ENSMUSG00000079116,ENSMFAG00000003666
ENSMUSG00000079116,ENSMFAG00000038048
ENSMUSG00000079116,ENSMFAG00000061697
ENSMUSG00000079116,ENSMFAG00000046139
ENSMUSG00000079116,ENSMFAG00000043176
ENSMUSG00000096109,ENSMFAG00000055358
ENSMUSG00000074441,ENSMFAG00000000362
ENSMUSG00000074441,ENSMFAG00000033218
ENSMUSG00000074441,ENSMFAG00000036101
ENSMUSG00000074441,ENSMFAG00000064932
ENSMUSG00000074441,ENSMFAG00000052668
ENSMUSG00000074441,ENSMFAG00000000322
ENSMUSG00000074441,ENSMFAG00000055367
ENSMUSG00000074441,ENSMFAG00000003666
ENSMUSG00000074441,ENSMFAG00000038048
ENSMUSG00000074441,ENSMFAG00000061697
ENSMUSG00000074441,ENSMFAG00000046139
ENSMUSG00000074441,ENSMFAG00000043176
ENSMUSG00000042557,ENSMFAG00000062346
ENSMUSG00000074440,ENSMFAG00000000362
ENSMUSG00000074440,ENSMFAG00000033218
ENSMUSG00000074440,ENSMFAG00000036101
ENSMUSG00000074440,ENSMFAG00000064932
ENSMUSG00000074440,ENSMFAG00000052668
ENSMUSG00000074440,ENSMFAG00000000322
ENSMUSG00000074440,ENSMFAG00000055367
ENSMUSG00000074440,ENSMFAG00000003666
ENSMUSG00000074440,ENSMFAG00000038048
ENSMUSG00000074440,ENSMFAG00000061697
ENSMUSG00000074440,ENSMFAG00000046139
ENSMUSG00000074440,ENSMFAG00000043176
ENSMUSG00000034460,ENSMFAG00000041852
ENSMUSG00000025762,ENSMFAG00000002218
ENSMUSG00000074439,ENSMFAG00000000362
ENSMUSG00000074439,ENSMFAG00000033218
ENSMUSG00000074439,ENSMFAG00000036101
ENSMUSG00000074439,ENSMFAG00000064932
ENSMUSG00000074439,ENSMFAG00000052668
ENSMUSG00000074439,ENSMFAG00000000322
ENSMUSG00000074439,ENSMFAG00000055367
ENSMUSG00000074439,ENSMFAG00000003666
ENSMUSG00000074439,ENSMFAG00000038048
ENSMUSG00000074439,ENSMFAG00000061697
ENSMUSG00000074439,ENSMFAG00000046139
ENSMUSG00000074439,ENSMFAG00000043176
ENSMUSG00000003316,ENSMFAG00000020124
ENSMUSG00000002565,ENSMFAG00000028723
ENSMUSG00000062078,ENSMFAG00000044069
ENSMUSG00000036218,ENSMFAG00000037115
ENSMUSG00000025195,ENSMFAG00000002036
ENSMUSG00000005232,ENSMFAG00000002062
ENSMUSG00000040570,ENSMFAG00000002053
ENSMUSG00000119893,ENSMFAG00000063156
ENSMUSG00000119893,ENSMFAG00000064040
ENSMUSG00000067860,ENSMFAG00000027018
ENSMUSG00000013611,ENSMFAG00000042840
ENSMUSG00000027068,ENSMFAG00000034505
ENSMUSG00000028175,ENSMFAG00000036197
ENSMUSG00000024513,ENSMFAG00000030736
ENSMUSG00000105906,ENSMFAG00000052824
ENSMUSG00000105906,ENSMFAG00000063102
ENSMUSG00000105906,ENSMFAG00000062312
ENSMUSG00000105906,ENSMFAG00000055443
ENSMUSG00000105906,ENSMFAG00000036748
ENSMUSG00000105906,ENSMFAG00000001839
ENSMUSG00000105906,ENSMFAG00000055992
ENSMUSG00000105906,ENSMFAG00000049193
ENSMUSG00000105906,ENSMFAG00000053004
ENSMUSG00000105547,ENSMFAG00000052824
ENSMUSG00000105547,ENSMFAG00000063102
ENSMUSG00000105547,ENSMFAG00000062312
ENSMUSG00000105547,ENSMFAG00000055443
ENSMUSG00000105547,ENSMFAG00000036748
ENSMUSG00000105547,ENSMFAG00000001839
ENSMUSG00000105547,ENSMFAG00000055992
ENSMUSG00000105547,ENSMFAG00000049193
ENSMUSG00000105547,ENSMFAG00000053004
ENSMUSG00000076934,ENSMFAG00000057442
ENSMUSG00000027070,ENSMFAG00000045364
ENSMUSG00000106039,ENSMFAG00000052824
ENSMUSG00000106039,ENSMFAG00000063102
ENSMUSG00000106039,ENSMFAG00000062312
ENSMUSG00000106039,ENSMFAG00000055443
ENSMUSG00000106039,ENSMFAG00000036748
ENSMUSG00000106039,ENSMFAG00000001839
ENSMUSG00000106039,ENSMFAG00000055992
ENSMUSG00000106039,ENSMFAG00000049193
ENSMUSG00000106039,ENSMFAG00000053004
ENSMUSG00000020841,ENSMFAG00000042013
ENSMUSG00000076937,ENSMFAG00000052824
ENSMUSG00000076937,ENSMFAG00000063102
ENSMUSG00000076937,ENSMFAG00000062312
ENSMUSG00000076937,ENSMFAG00000055443
ENSMUSG00000076937,ENSMFAG00000036748
ENSMUSG00000076937,ENSMFAG00000001839
ENSMUSG00000076937,ENSMFAG00000055992
ENSMUSG00000076937,ENSMFAG00000049193
ENSMUSG00000076937,ENSMFAG00000053004
ENSMUSG00000076939,ENSMFAG00000056661
ENSMUSG00000037196,ENSMFAG00000039741
ENSMUSG00000076940,ENSMFAG00000057442
ENSMUSG00000029828,ENSMFAG00000043369
ENSMUSG00000050742,ENSMFAG00000055346
ENSMUSG00000060534,ENSMFAG00000033415
ENSMUSG00000050158,ENSMFAG00000055346
ENSMUSG00000023827,ENSMFAG00000041781
ENSMUSG00000056822,ENSMFAG00000056720
ENSMUSG00000056822,ENSMFAG00000052136
ENSMUSG00000034442,ENSMFAG00000002940
ENSMUSG00000045341,ENSMFAG00000060931
ENSMUSG00000045341,ENSMFAG00000063755
ENSMUSG00000045341,ENSMFAG00000048986
ENSMUSG00000061361,ENSMFAG00000056720
ENSMUSG00000061361,ENSMFAG00000052136
ENSMUSG00000035674,ENSMFAG00000051369
ENSMUSG00000035674,ENSMFAG00000056454
ENSMUSG00000036197,ENSMFAG00000034181
ENSMUSG00000029552,ENSMFAG00000005909
ENSMUSG00000021198,ENSMFAG00000042508
ENSMUSG00000052504,ENSMFAG00000031166
ENSMUSG00000074437,ENSMFAG00000000362
ENSMUSG00000074437,ENSMFAG00000033218
ENSMUSG00000074437,ENSMFAG00000036101
ENSMUSG00000074437,ENSMFAG00000064932
ENSMUSG00000074437,ENSMFAG00000052668
ENSMUSG00000074437,ENSMFAG00000000322
ENSMUSG00000074437,ENSMFAG00000055367
ENSMUSG00000074437,ENSMFAG00000003666
ENSMUSG00000074437,ENSMFAG00000038048
ENSMUSG00000074437,ENSMFAG00000061697
ENSMUSG00000074437,ENSMFAG00000046139
ENSMUSG00000074437,ENSMFAG00000043176
ENSMUSG00000007279,ENSMFAG00000034308
ENSMUSG00000024066,ENSMFAG00000002614
ENSMUSG00000020839,ENSMFAG00000042486
ENSMUSG00000096295,ENSMFAG00000000362
ENSMUSG00000096295,ENSMFAG00000033218
ENSMUSG00000096295,ENSMFAG00000036101
ENSMUSG00000096295,ENSMFAG00000064932
ENSMUSG00000096295,ENSMFAG00000052668
ENSMUSG00000096295,ENSMFAG00000000322
ENSMUSG00000096295,ENSMFAG00000055367
ENSMUSG00000096295,ENSMFAG00000003666
ENSMUSG00000096295,ENSMFAG00000038048
ENSMUSG00000096295,ENSMFAG00000061697
ENSMUSG00000096295,ENSMFAG00000046139
ENSMUSG00000096295,ENSMFAG00000043176
ENSMUSG00000025196,ENSMFAG00000007369
ENSMUSG00000094362,ENSMFAG00000000362
ENSMUSG00000094362,ENSMFAG00000033218
