marmoset_gene,macaque_gene
ENSCJAG00000070444,ENSMFAG00000058657
ENSCJAG00000057770,ENSMFAG00000005872
ENSCJAG00000081777,ENSMFAG00000049099
ENSCJAG00000080865,ENSMFAG00000011539
ENSCJAG00000000730,ENSMFAG00000041907
ENSCJAG00000043339,ENSMFAG00000017839
ENSCJAG00000006244,ENSMFAG00000040262
ENSCJAG00000020316,ENSMFAG00000031322
ENSCJAG00000045213,ENSMFAG00000031192
ENSCJAG00000012800,ENSMFAG00000043664
ENSCJAG00000003875,ENSMFAG00000031633
ENSCJAG00000084263,ENSMFAG00000022093
ENSCJAG00000084263,ENSMFAG00000054029
ENSCJAG00000072940,ENSMFAG00000054411
ENSCJAG00000006262,ENSMFAG00000038119
ENSCJAG00000005512,ENSMFAG00000039737
ENSCJAG00000068966,ENSMFAG00000044565
ENSCJAG00000000789,ENSMFAG00000042012
ENSCJAG00000086700,ENSMFAG00000053071
ENSCJAG00000019421,ENSMFAG00000025538
ENSCJAG00000073723,ENSMFAG00000022093
ENSCJAG00000073723,ENSMFAG00000054029
ENSCJAG00000010648,ENSMFAG00000000318
ENSCJAG00000017805,ENSMFAG00000003515
ENSCJAG00000007336,ENSMFAG00000032027
ENSCJAG00000006245,ENSMFAG00000045242
ENSCJAG00000006984,ENSMFAG00000045590
ENSCJAG00000037243,ENSMFAG00000011189
ENSCJAG00000081980,ENSMFAG00000022093
ENSCJAG00000081980,ENSMFAG00000054029
ENSCJAG00000004111,ENSMFAG00000035983
ENSCJAG00000068618,ENSMFAG00000010763
ENSCJAG00000023203,ENSMFAG00000025867
ENSCJAG00000048577,ENSMFAG00000035532
ENSCJAG00000087224,ENSMFAG00000047204
ENSCJAG00000054357,ENSMFAG00000054127
ENSCJAG00000044460,ENSMFAG00000015920
ENSCJAG00000020708,ENSMFAG00000029400
ENSCJAG00000062193,ENSMFAG00000058842
ENSCJAG00000082492,ENSMFAG00000018637
ENSCJAG00000021699,ENSMFAG00000031269
ENSCJAG00000069518,ENSMFAG00000044042
ENSCJAG00000011845,ENSMFAG00000022646
ENSCJAG00000013121,ENSMFAG00000020365
ENSCJAG00000002239,ENSMFAG00000000875
ENSCJAG00000044443,ENSMFAG00000023644
ENSCJAG00000003152,ENSMFAG00000034233
ENSCJAG00000003767,ENSMFAG00000031890
ENSCJAG00000033951,ENSMFAG00000042527
ENSCJAG00000013540,ENSMFAG00000003386
ENSCJAG00000001850,ENSMFAG00000044184
ENSCJAG00000005339,ENSMFAG00000003148
ENSCJAG00000073505,ENSMFAG00000054741
ENSCJAG00000082403,ENSMFAG00000060163
ENSCJAG00000021700,ENSMFAG00000041118
ENSCJAG00000087251,ENSMFAG00000063069
ENSCJAG00000087251,ENSMFAG00000062890
ENSCJAG00000087251,ENSMFAG00000050622
ENSCJAG00000087251,ENSMFAG00000051721
ENSCJAG00000087251,ENSMFAG00000062396
ENSCJAG00000087251,ENSMFAG00000054365
ENSCJAG00000087251,ENSMFAG00000054539
ENSCJAG00000087251,ENSMFAG00000060674
ENSCJAG00000087251,ENSMFAG00000055558
ENSCJAG00000071087,ENSMFAG00000047976
ENSCJAG00000071087,ENSMFAG00000058923
ENSCJAG00000071087,ENSMFAG00000056989
ENSCJAG00000071087,ENSMFAG00000057144
ENSCJAG00000071087,ENSMFAG00000048524
ENSCJAG00000071087,ENSMFAG00000051175
ENSCJAG00000071087,ENSMFAG00000058025
ENSCJAG00000078982,ENSMFAG00000049908
ENSCJAG00000078982,ENSMFAG00000056438
ENSCJAG00000044197,ENSMFAG00000002059
ENSCJAG00000056359,ENSMFAG00000050615
ENSCJAG00000002885,ENSMFAG00000030086
ENSCJAG00000082819,ENSMFAG00000063351
ENSCJAG00000082819,ENSMFAG00000065292
ENSCJAG00000082819,ENSMFAG00000054999
ENSCJAG00000082819,ENSMFAG00000052108
ENSCJAG00000007325,ENSMFAG00000001423
ENSCJAG00000012417,ENSMFAG00000024698
ENSCJAG00000083328,ENSMFAG00000002896
ENSCJAG00000040018,ENSMFAG00000045858
ENSCJAG00000054277,ENSMFAG00000014813
ENSCJAG00000002244,ENSMFAG00000030442
ENSCJAG00000040077,ENSMFAG00000015149
ENSCJAG00000059856,ENSMFAG00000028263
ENSCJAG00000080538,ENSMFAG00000030906
ENSCJAG00000014843,ENSMFAG00000037580
ENSCJAG00000062054,ENSMFAG00000021582
ENSCJAG00000001539,ENSMFAG00000053754
ENSCJAG00000014244,ENSMFAG00000039726
ENSCJAG00000044172,ENSMFAG00000038094
ENSCJAG00000001861,ENSMFAG00000038006
ENSCJAG00000045596,ENSMFAG00000038554
ENSCJAG00000000622,ENSMFAG00000033646
ENSCJAG00000021701,ENSMFAG00000045382
ENSCJAG00000085682,ENSMFAG00000063416
ENSCJAG00000085682,ENSMFAG00000064194
ENSCJAG00000085682,ENSMFAG00000058829
ENSCJAG00000011823,ENSMFAG00000000172
ENSCJAG00000039010,ENSMFAG00000032573
ENSCJAG00000012738,ENSMFAG00000000798
ENSCJAG00000000810,ENSMFAG00000043228
ENSCJAG00000082429,ENSMFAG00000009818
ENSCJAG00000067149,ENSMFAG00000047257
ENSCJAG00000015979,ENSMFAG00000002685
ENSCJAG00000043725,ENSMFAG00000003238
ENSCJAG00000043725,ENSMFAG00000044606
ENSCJAG00000011150,ENSMFAG00000029520
ENSCJAG00000005335,ENSMFAG00000055735
ENSCJAG00000000773,ENSMFAG00000046308
ENSCJAG00000006973,ENSMFAG00000045253
ENSCJAG00000001556,ENSMFAG00000042241
ENSCJAG00000072149,ENSMFAG00000053810
ENSCJAG00000004149,ENSMFAG00000032268
ENSCJAG00000084622,ENSMFAG00000052275
ENSCJAG00000084622,ENSMFAG00000055972
ENSCJAG00000084622,ENSMFAG00000048262
ENSCJAG00000084622,ENSMFAG00000058781
ENSCJAG00000084622,ENSMFAG00000049881
ENSCJAG00000084622,ENSMFAG00000064185
ENSCJAG00000084622,ENSMFAG00000055175
ENSCJAG00000084622,ENSMFAG00000054018
ENSCJAG00000084622,ENSMFAG00000061610
ENSCJAG00000020718,ENSMFAG00000034183
ENSCJAG00000077633,ENSMFAG00000038447
ENSCJAG00000000820,ENSMFAG00000001528
ENSCJAG00000007733,ENSMFAG00000002560
ENSCJAG00000011815,ENSMFAG00000035367
ENSCJAG00000079792,ENSMFAG00000000088
ENSCJAG00000077897,ENSMFAG00000047458
ENSCJAG00000021702,ENSMFAG00000032435
ENSCJAG00000004155,ENSMFAG00000004016
ENSCJAG00000042155,ENSMFAG00000029339
ENSCJAG00000006280,ENSMFAG00000039211
ENSCJAG00000074667,ENSMFAG00000056503
ENSCJAG00000086484,ENSMFAG00000045478
ENSCJAG00000006965,ENSMFAG00000053753
ENSCJAG00000038327,ENSMFAG00000037363
ENSCJAG00000040172,ENSMFAG00000041663
ENSCJAG00000082158,ENSMFAG00000031696
ENSCJAG00000037075,ENSMFAG00000045074
ENSCJAG00000013637,ENSMFAG00000038306
ENSCJAG00000082079,ENSMFAG00000063835
ENSCJAG00000066428,ENSMFAG00000058469
ENSCJAG00000081194,ENSMFAG00000038400
ENSCJAG00000081194,ENSMFAG00000055347
ENSCJAG00000017791,ENSMFAG00000003989
ENSCJAG00000017791,ENSMFAG00000043402
ENSCJAG00000019447,ENSMFAG00000035718
ENSCJAG00000007706,ENSMFAG00000036601
ENSCJAG00000003587,ENSMFAG00000042904
ENSCJAG00000001569,ENSMFAG00000033200
ENSCJAG00000040100,ENSMFAG00000040286
ENSCJAG00000020962,ENSMFAG00000032163
ENSCJAG00000070524,ENSMFAG00000052275
ENSCJAG00000070524,ENSMFAG00000055972
ENSCJAG00000070524,ENSMFAG00000048262
ENSCJAG00000070524,ENSMFAG00000058781
ENSCJAG00000070524,ENSMFAG00000049881
ENSCJAG00000070524,ENSMFAG00000064185
ENSCJAG00000070524,ENSMFAG00000055175
ENSCJAG00000070524,ENSMFAG00000054018
ENSCJAG00000070524,ENSMFAG00000061610
ENSCJAG00000077956,ENSMFAG00000051627
ENSCJAG00000038424,ENSMFAG00000008508
ENSCJAG00000076937,ENSMFAG00000014374
ENSCJAG00000009963,ENSMFAG00000036322
ENSCJAG00000000775,ENSMFAG00000040164
ENSCJAG00000020721,ENSMFAG00000046316
ENSCJAG00000007288,ENSMFAG00000032111
ENSCJAG00000003102,ENSMFAG00000001447
ENSCJAG00000080579,ENSMFAG00000044514
ENSCJAG00000012722,ENSMFAG00000002820
ENSCJAG00000075553,ENSMFAG00000049168
ENSCJAG00000000625,ENSMFAG00000046397
ENSCJAG00000002454,ENSMFAG00000003372
ENSCJAG00000041713,ENSMFAG00000040003
ENSCJAG00000013349,ENSMFAG00000000470
ENSCJAG00000020934,ENSMFAG00000032306
ENSCJAG00000045612,ENSMFAG00000032228
ENSCJAG00000044979,ENSMFAG00000018533
ENSCJAG00000000780,ENSMFAG00000030988
ENSCJAG00000082715,ENSMFAG00000047798
ENSCJAG00000079637,ENSMFAG00000037102
ENSCJAG00000085115,ENSMFAG00000014126
ENSCJAG00000009903,ENSMFAG00000038260
ENSCJAG00000000999,ENSMFAG00000035866
ENSCJAG00000002469,ENSMFAG00000032222
ENSCJAG00000014766,ENSMFAG00000020113
ENSCJAG00000070434,ENSMFAG00000052335
ENSCJAG00000005314,ENSMFAG00000056266
ENSCJAG00000010675,ENSMFAG00000036205
ENSCJAG00000001598,ENSMFAG00000030900
ENSCJAG00000014022,ENSMFAG00000002811
ENSCJAG00000044903,ENSMFAG00000049013
ENSCJAG00000020407,ENSMFAG00000036964
ENSCJAG00000003096,ENSMFAG00000040516
ENSCJAG00000035628,ENSMFAG00000014177
ENSCJAG00000068495,ENSMFAG00000062768
ENSCJAG00000007284,ENSMFAG00000044327
ENSCJAG00000002288,ENSMFAG00000028859
ENSCJAG00000019745,ENSMFAG00000041397
ENSCJAG00000001620,ENSMFAG00000043539
ENSCJAG00000009865,ENSMFAG00000061181
ENSCJAG00000042321,ENSMFAG00000003864
ENSCJAG00000081969,ENSMFAG00000064562
ENSCJAG00000038764,ENSMFAG00000014731
ENSCJAG00000020925,ENSMFAG00000002599
ENSCJAG00000002293,ENSMFAG00000033099
ENSCJAG00000024528,ENSMFAG00000059531
ENSCJAG00000001630,ENSMFAG00000036416
ENSCJAG00000066766,ENSMFAG00000053971
ENSCJAG00000066766,ENSMFAG00000055143
ENSCJAG00000066766,ENSMFAG00000056912
ENSCJAG00000066766,ENSMFAG00000034806
ENSCJAG00000002625,ENSMFAG00000043122
ENSCJAG00000014010,ENSMFAG00000034135
ENSCJAG00000004173,ENSMFAG00000003450
ENSCJAG00000085671,ENSMFAG00000050468
ENSCJAG00000085671,ENSMFAG00000064675
ENSCJAG00000019741,ENSMFAG00000033066
ENSCJAG00000043988,ENSMFAG00000011760
ENSCJAG00000006393,ENSMFAG00000039764
ENSCJAG00000046714,ENSMFAG00000002507
ENSCJAG00000003075,ENSMFAG00000038139
ENSCJAG00000020742,ENSMFAG00000038035
ENSCJAG00000022443,ENSMFAG00000025923
ENSCJAG00000017782,ENSMFAG00000040587
ENSCJAG00000011774,ENSMFAG00000046407
ENSCJAG00000002305,ENSMFAG00000042803
ENSCJAG00000064919,ENSMFAG00000058102
ENSCJAG00000002429,ENSMFAG00000003640
ENSCJAG00000020914,ENSMFAG00000033593
ENSCJAG00000070672,ENSMFAG00000027180
ENSCJAG00000014008,ENSMFAG00000031639
ENSCJAG00000082857,ENSMFAG00000051897
ENSCJAG00000082857,ENSMFAG00000052069
ENSCJAG00000082857,ENSMFAG00000055987
ENSCJAG00000082857,ENSMFAG00000057122
ENSCJAG00000082857,ENSMFAG00000065387
ENSCJAG00000082857,ENSMFAG00000051133
ENSCJAG00000006418,ENSMFAG00000002420
ENSCJAG00000012680,ENSMFAG00000000500
ENSCJAG00000005495,ENSMFAG00000004047
ENSCJAG00000056619,ENSMFAG00000045819
ENSCJAG00000002622,ENSMFAG00000043224
ENSCJAG00000080582,ENSMFAG00000039738
ENSCJAG00000006877,ENSMFAG00000002186
ENSCJAG00000005294,ENSMFAG00000000267
ENSCJAG00000071747,ENSMFAG00000060801
ENSCJAG00000041411,ENSMFAG00000003270
ENSCJAG00000013667,ENSMFAG00000043277
ENSCJAG00000022062,ENSMFAG00000011417
ENSCJAG00000069198,ENSMFAG00000012027
ENSCJAG00000012671,ENSMFAG00000031177
ENSCJAG00000019473,ENSMFAG00000025369
ENSCJAG00000017768,ENSMFAG00000034268
ENSCJAG00000057920,ENSMFAG00000012364
ENSCJAG00000005516,ENSMFAG00000053159
ENSCJAG00000003047,ENSMFAG00000000720
ENSCJAG00000011759,ENSMFAG00000045783
ENSCJAG00000020906,ENSMFAG00000001926
ENSCJAG00000043919,ENSMFAG00000038417
ENSCJAG00000021569,ENSMFAG00000037823
ENSCJAG00000044154,ENSMFAG00000009614
ENSCJAG00000019491,ENSMFAG00000030072
ENSCJAG00000006454,ENSMFAG00000043925
ENSCJAG00000002471,ENSMFAG00000032298
ENSCJAG00000012653,ENSMFAG00000039731
ENSCJAG00000042225,ENSMFAG00000014261
ENSCJAG00000038575,ENSMFAG00000048779
ENSCJAG00000022488,ENSMFAG00000035377
ENSCJAG00000083861,ENSMFAG00000000593
ENSCJAG00000078007,ENSMFAG00000015788
ENSCJAG00000017764,ENSMFAG00000056684
ENSCJAG00000045917,ENSMFAG00000027526
ENSCJAG00000079275,ENSMFAG00000052275
ENSCJAG00000079275,ENSMFAG00000055972
ENSCJAG00000079275,ENSMFAG00000048262
ENSCJAG00000079275,ENSMFAG00000058781
ENSCJAG00000079275,ENSMFAG00000049881
ENSCJAG00000079275,ENSMFAG00000064185
ENSCJAG00000079275,ENSMFAG00000055175
ENSCJAG00000079275,ENSMFAG00000054018
ENSCJAG00000079275,ENSMFAG00000061610
ENSCJAG00000068634,ENSMFAG00000051111
ENSCJAG00000075192,ENSMFAG00000063757
ENSCJAG00000020903,ENSMFAG00000001549
ENSCJAG00000015939,ENSMFAG00000041651
ENSCJAG00000002600,ENSMFAG00000032194
ENSCJAG00000031173,ENSMFAG00000037300
ENSCJAG00000001046,ENSMFAG00000040033
ENSCJAG00000030177,ENSMFAG00000029958
ENSCJAG00000017354,ENSMFAG00000040639
ENSCJAG00000013379,ENSMFAG00000002397
ENSCJAG00000017739,ENSMFAG00000037972
ENSCJAG00000020750,ENSMFAG00000035912
ENSCJAG00000003653,ENSMFAG00000002792
ENSCJAG00000082458,ENSMFAG00000035542
ENSCJAG00000074973,ENSMFAG00000059323
ENSCJAG00000000835,ENSMFAG00000043423
ENSCJAG00000011684,ENSMFAG00000042670
ENSCJAG00000020898,ENSMFAG00000001050
ENSCJAG00000042247,ENSMFAG00000003991
ENSCJAG00000007747,ENSMFAG00000045536
ENSCJAG00000072954,ENSMFAG00000054194
ENSCJAG00000055933,ENSMFAG00000045686
ENSCJAG00000004216,ENSMFAG00000041855
ENSCJAG00000071740,ENSMFAG00000014343
ENSCJAG00000001058,ENSMFAG00000044142
ENSCJAG00000002487,ENSMFAG00000035362
ENSCJAG00000033442,ENSMFAG00000009512
ENSCJAG00000061356,ENSMFAG00000032666
ENSCJAG00000047518,ENSMFAG00000039730
ENSCJAG00000048646,ENSMFAG00000001667
ENSCJAG00000080464,ENSMFAG00000014343
ENSCJAG00000074252,ENSMFAG00000014631
ENSCJAG00000074252,ENSMFAG00000063784
ENSCJAG00000080935,ENSMFAG00000012694
ENSCJAG00000020759,ENSMFAG00000029757
ENSCJAG00000073843,ENSMFAG00000014786
ENSCJAG00000014760,ENSMFAG00000040577
ENSCJAG00000018731,ENSMFAG00000057680
ENSCJAG00000079632,ENSMFAG00000059616
ENSCJAG00000079632,ENSMFAG00000051233
ENSCJAG00000079632,ENSMFAG00000062609
ENSCJAG00000079632,ENSMFAG00000054450
ENSCJAG00000079632,ENSMFAG00000047423
ENSCJAG00000079632,ENSMFAG00000047364
ENSCJAG00000079632,ENSMFAG00000054259
ENSCJAG00000079632,ENSMFAG00000050890
ENSCJAG00000079632,ENSMFAG00000048713
ENSCJAG00000079632,ENSMFAG00000060166
ENSCJAG00000079632,ENSMFAG00000064647
ENSCJAG00000015916,ENSMFAG00000001026
ENSCJAG00000080736,ENSMFAG00000015855
ENSCJAG00000001062,ENSMFAG00000036336
ENSCJAG00000006510,ENSMFAG00000042919
ENSCJAG00000014183,ENSMFAG00000044550
ENSCJAG00000012590,ENSMFAG00000038875
ENSCJAG00000074386,ENSMFAG00000041681
ENSCJAG00000017696,ENSMFAG00000043606
ENSCJAG00000072023,ENSMFAG00000036509
ENSCJAG00000065754,ENSMFAG00000016416
ENSCJAG00000080243,ENSMFAG00000058053
ENSCJAG00000000850,ENSMFAG00000046333
ENSCJAG00000047298,ENSMFAG00000037005
ENSCJAG00000006264,ENSMFAG00000036441
ENSCJAG00000013701,ENSMFAG00000034612
ENSCJAG00000013503,ENSMFAG00000003469
ENSCJAG00000025655,ENSMFAG00000018871
ENSCJAG00000001063,ENSMFAG00000034627
ENSCJAG00000020766,ENSMFAG00000001948
ENSCJAG00000014727,ENSMFAG00000009931
ENSCJAG00000018737,ENSMFAG00000064361
ENSCJAG00000032441,ENSMFAG00000032493
ENSCJAG00000007586,ENSMFAG00000040019
ENSCJAG00000074395,ENSMFAG00000034483
ENSCJAG00000002498,ENSMFAG00000040083
ENSCJAG00000086577,ENSMFAG00000060062
ENSCJAG00000086577,ENSMFAG00000065398
ENSCJAG00000011249,ENSMFAG00000062266
ENSCJAG00000005247,ENSMFAG00000040731
ENSCJAG00000076321,ENSMFAG00000047982
ENSCJAG00000076321,ENSMFAG00000055811
ENSCJAG00000076321,ENSMFAG00000047673
ENSCJAG00000002181,ENSMFAG00000042737
ENSCJAG00000003019,ENSMFAG00000000146
ENSCJAG00000002261,ENSMFAG00000038149
ENSCJAG00000006743,ENSMFAG00000042585
ENSCJAG00000021570,ENSMFAG00000044060
ENSCJAG00000015884,ENSMFAG00000044641
ENSCJAG00000014688,ENSMFAG00000031931
ENSCJAG00000041865,ENSMFAG00000056763
ENSCJAG00000004230,ENSMFAG00000036889
ENSCJAG00000022394,ENSMFAG00000007944
ENSCJAG00000040180,ENSMFAG00000048901
ENSCJAG00000037919,ENSMFAG00000036933
ENSCJAG00000019389,ENSMFAG00000064938
ENSCJAG00000019389,ENSMFAG00000036673
ENSCJAG00000070207,ENSMFAG00000032116
ENSCJAG00000046370,ENSMFAG00000014420
ENSCJAG00000011614,ENSMFAG00000035443
ENSCJAG00000012541,ENSMFAG00000033652
ENSCJAG00000001442,ENSMFAG00000046100
ENSCJAG00000085881,ENSMFAG00000044914
ENSCJAG00000046319,ENSMFAG00000013370
ENSCJAG00000062598,ENSMFAG00000063740
ENSCJAG00000073836,ENSMFAG00000058690
ENSCJAG00000083405,ENSMFAG00000054297
ENSCJAG00000064846,ENSMFAG00000027911
ENSCJAG00000034201,ENSMFAG00000047561
ENSCJAG00000011266,ENSMFAG00000001851
ENSCJAG00000014157,ENSMFAG00000000434
ENSCJAG00000073178,ENSMFAG00000052275
ENSCJAG00000073178,ENSMFAG00000055972
ENSCJAG00000073178,ENSMFAG00000048262
ENSCJAG00000073178,ENSMFAG00000058781
ENSCJAG00000073178,ENSMFAG00000049881
ENSCJAG00000073178,ENSMFAG00000064185
ENSCJAG00000073178,ENSMFAG00000055175
ENSCJAG00000073178,ENSMFAG00000054018
ENSCJAG00000073178,ENSMFAG00000061610
ENSCJAG00000059699,ENSMFAG00000043832
ENSCJAG00000031869,ENSMFAG00000024118
ENSCJAG00000013990,ENSMFAG00000042936
ENSCJAG00000035913,ENSMFAG00000009151
ENSCJAG00000014652,ENSMFAG00000001379
ENSCJAG00000011608,ENSMFAG00000039532
ENSCJAG00000083892,ENSMFAG00000052275
ENSCJAG00000083892,ENSMFAG00000055972
ENSCJAG00000083892,ENSMFAG00000048262
ENSCJAG00000083892,ENSMFAG00000058781
ENSCJAG00000083892,ENSMFAG00000049881
ENSCJAG00000083892,ENSMFAG00000064185
ENSCJAG00000083892,ENSMFAG00000055175
ENSCJAG00000083892,ENSMFAG00000054018
ENSCJAG00000083892,ENSMFAG00000061610
ENSCJAG00000075856,ENSMFAG00000052275
ENSCJAG00000075856,ENSMFAG00000055972
ENSCJAG00000075856,ENSMFAG00000048262
ENSCJAG00000075856,ENSMFAG00000058781
ENSCJAG00000075856,ENSMFAG00000049881
ENSCJAG00000075856,ENSMFAG00000064185
ENSCJAG00000075856,ENSMFAG00000055175
ENSCJAG00000075856,ENSMFAG00000054018
ENSCJAG00000075856,ENSMFAG00000061610
ENSCJAG00000020768,ENSMFAG00000038358
ENSCJAG00000017692,ENSMFAG00000043030
ENSCJAG00000019390,ENSMFAG00000042612
ENSCJAG00000011605,ENSMFAG00000052987
ENSCJAG00000011281,ENSMFAG00000003531
ENSCJAG00000047353,ENSMFAG00000003593
ENSCJAG00000000878,ENSMFAG00000034278
ENSCJAG00000017336,ENSMFAG00000000990
ENSCJAG00000052178,ENSMFAG00000038822
ENSCJAG00000086251,ENSMFAG00000039932
ENSCJAG00000001091,ENSMFAG00000038101
ENSCJAG00000076216,ENSMFAG00000045112
ENSCJAG00000057743,ENSMFAG00000043429
ENSCJAG00000013533,ENSMFAG00000033039
ENSCJAG00000052292,ENSMFAG00000035902
ENSCJAG00000006643,ENSMFAG00000045132
ENSCJAG00000005521,ENSMFAG00000043904
ENSCJAG00000075986,ENSMFAG00000058909
ENSCJAG00000075986,ENSMFAG00000055695
ENSCJAG00000075986,ENSMFAG00000048473
ENSCJAG00000075986,ENSMFAG00000050929
ENSCJAG00000073554,ENSMFAG00000054249
ENSCJAG00000002520,ENSMFAG00000001007
ENSCJAG00000003011,ENSMFAG00000043119
ENSCJAG00000077634,ENSMFAG00000033424
ENSCJAG00000013972,ENSMFAG00000040982
ENSCJAG00000019395,ENSMFAG00000039704
ENSCJAG00000047846,ENSMFAG00000039191
ENSCJAG00000020880,ENSMFAG00000035620
ENSCJAG00000078520,ENSMFAG00000047969
ENSCJAG00000078520,ENSMFAG00000047346
ENSCJAG00000078520,ENSMFAG00000048148
ENSCJAG00000014599,ENSMFAG00000042832
ENSCJAG00000006141,ENSMFAG00000033946
ENSCJAG00000079205,ENSMFAG00000055439
ENSCJAG00000059297,ENSMFAG00000009418
ENSCJAG00000002549,ENSMFAG00000044681
ENSCJAG00000059505,ENSMFAG00000009380
ENSCJAG00000014616,ENSMFAG00000040948
ENSCJAG00000013250,ENSMFAG00000043439
ENSCJAG00000070106,ENSMFAG00000040475
ENSCJAG00000071713,ENSMFAG00000007571
ENSCJAG00000034906,ENSMFAG00000014739
ENSCJAG00000005194,ENSMFAG00000030543
ENSCJAG00000003730,ENSMFAG00000001875
ENSCJAG00000013538,ENSMFAG00000040385
ENSCJAG00000002555,ENSMFAG00000042470
ENSCJAG00000013267,ENSMFAG00000046225
ENSCJAG00000083105,ENSMFAG00000000809
ENSCJAG00000071627,ENSMFAG00000050820
ENSCJAG00000071627,ENSMFAG00000049576
ENSCJAG00000071627,ENSMFAG00000050969
ENSCJAG00000071627,ENSMFAG00000053105
ENSCJAG00000071627,ENSMFAG00000048722
ENSCJAG00000071627,ENSMFAG00000065348
ENSCJAG00000003002,ENSMFAG00000037562
ENSCJAG00000073794,ENSMFAG00000052275
ENSCJAG00000073794,ENSMFAG00000055972
ENSCJAG00000073794,ENSMFAG00000048262
ENSCJAG00000073794,ENSMFAG00000058781
ENSCJAG00000073794,ENSMFAG00000049881
ENSCJAG00000073794,ENSMFAG00000064185
ENSCJAG00000073794,ENSMFAG00000055175
ENSCJAG00000073794,ENSMFAG00000054018
ENSCJAG00000073794,ENSMFAG00000061610
ENSCJAG00000073076,ENSMFAG00000013370
ENSCJAG00000036700,ENSMFAG00000018650
ENSCJAG00000012523,ENSMFAG00000043852
ENSCJAG00000001107,ENSMFAG00000003061
ENSCJAG00000071526,ENSMFAG00000053714
ENSCJAG00000071526,ENSMFAG00000059937
ENSCJAG00000071526,ENSMFAG00000064282
ENSCJAG00000071526,ENSMFAG00000055472
ENSCJAG00000033419,ENSMFAG00000034555
ENSCJAG00000013304,ENSMFAG00000002703
ENSCJAG00000014116,ENSMFAG00000001695
ENSCJAG00000078657,ENSMFAG00000063709
ENSCJAG00000028445,ENSMFAG00000022120
ENSCJAG00000002562,ENSMFAG00000065681
ENSCJAG00000002996,ENSMFAG00000030371
ENSCJAG00000059576,ENSMFAG00000058360
ENSCJAG00000058335,ENSMFAG00000007015
ENSCJAG00000014589,ENSMFAG00000034203
ENSCJAG00000019434,ENSMFAG00000039075
ENSCJAG00000069430,ENSMFAG00000014934
ENSCJAG00000011580,ENSMFAG00000040653
ENSCJAG00000069382,ENSMFAG00000009920
ENSCJAG00000017682,ENSMFAG00000036408
ENSCJAG00000011299,ENSMFAG00000045759
ENSCJAG00000020772,ENSMFAG00000003502
ENSCJAG00000001155,ENSMFAG00000044301
ENSCJAG00000039942,ENSMFAG00000001394
ENSCJAG00000070417,ENSMFAG00000038670
ENSCJAG00000003763,ENSMFAG00000002822
ENSCJAG00000015800,ENSMFAG00000036327
ENSCJAG00000070502,ENSMFAG00000052275
ENSCJAG00000070502,ENSMFAG00000055972
ENSCJAG00000070502,ENSMFAG00000048262
ENSCJAG00000070502,ENSMFAG00000058781
ENSCJAG00000070502,ENSMFAG00000049881
ENSCJAG00000070502,ENSMFAG00000064185
ENSCJAG00000070502,ENSMFAG00000055175
ENSCJAG00000070502,ENSMFAG00000054018
ENSCJAG00000070502,ENSMFAG00000061610
ENSCJAG00000005180,ENSMFAG00000033468
ENSCJAG00000001163,ENSMFAG00000033298
ENSCJAG00000013319,ENSMFAG00000041232
ENSCJAG00000040069,ENSMFAG00000008375
ENSCJAG00000075265,ENSMFAG00000040872
ENSCJAG00000078172,ENSMFAG00000058682
ENSCJAG00000014556,ENSMFAG00000043997
ENSCJAG00000013753,ENSMFAG00000032756
ENSCJAG00000002989,ENSMFAG00000056482
ENSCJAG00000043584,ENSMFAG00000013370
ENSCJAG00000034193,ENSMFAG00000019949
ENSCJAG00000071683,ENSMFAG00000009220
ENSCJAG00000071683,ENSMFAG00000009185
ENSCJAG00000014102,ENSMFAG00000016278
ENSCJAG00000073152,ENSMFAG00000051777
ENSCJAG00000073152,ENSMFAG00000059438
ENSCJAG00000018299,ENSMFAG00000061505
ENSCJAG00000011561,ENSMFAG00000046210
ENSCJAG00000020877,ENSMFAG00000000068
ENSCJAG00000015775,ENSMFAG00000063380
ENSCJAG00000020773,ENSMFAG00000043314
ENSCJAG00000019454,ENSMFAG00000035662
ENSCJAG00000072222,ENSMFAG00000052275
ENSCJAG00000072222,ENSMFAG00000055972
ENSCJAG00000072222,ENSMFAG00000048262
ENSCJAG00000072222,ENSMFAG00000058781
ENSCJAG00000072222,ENSMFAG00000049881
ENSCJAG00000072222,ENSMFAG00000064185
ENSCJAG00000072222,ENSMFAG00000055175
ENSCJAG00000072222,ENSMFAG00000054018
ENSCJAG00000072222,ENSMFAG00000061610
ENSCJAG00000077410,ENSMFAG00000055867
ENSCJAG00000002584,ENSMFAG00000041432
ENSCJAG00000071144,ENSMFAG00000052275
ENSCJAG00000071144,ENSMFAG00000055972
ENSCJAG00000071144,ENSMFAG00000048262
ENSCJAG00000071144,ENSMFAG00000058781
ENSCJAG00000071144,ENSMFAG00000049881
ENSCJAG00000071144,ENSMFAG00000064185
ENSCJAG00000071144,ENSMFAG00000055175
ENSCJAG00000071144,ENSMFAG00000054018
ENSCJAG00000071144,ENSMFAG00000061610
ENSCJAG00000074920,ENSMFAG00000035126
ENSCJAG00000077661,ENSMFAG00000062142
ENSCJAG00000002906,ENSMFAG00000000198
ENSCJAG00000014540,ENSMFAG00000031462
ENSCJAG00000048190,ENSMFAG00000021156
ENSCJAG00000009388,ENSMFAG00000030975
