source_id,human_id,type
ENSCJAG00000004496,ENSG00000119013,ortholog_one2one
ENSCJAG00000021583,ENSG00000162378,ortholog_one2one
ENSCJAG00000023106,ENSG00000189051,ortholog_one2one
ENSCJAG00000020843,ENSG00000125841,ortholog_one2one
ENSCJAG00000016877,ENSG00000171604,ortholog_one2one
ENSCJAG00000002773,ENSG00000078900,ortholog_one2one
ENSCJAG00000044836,ENSG00000132661,ortholog_one2one
ENSCJAG00000040542,ENSG00000239474,ortholog_one2one
ENSCJAG00000007183,ENSG00000159423,ortholog_one2one
ENSCJAG00000002647,ENSG00000204396,ortholog_one2one
ENSCJAG00000005577,ENSG00000118257,ortholog_one2one
ENSCJAG00000011908,ENSG00000197081,ortholog_one2one
ENSCJAG00000013816,ENSG00000204120,ortholog_one2one
ENSCJAG00000020844,ENSG00000101255,ortholog_one2one
ENSCJAG00000083138,ENSG00000120659,ortholog_one2one
ENSCJAG00000000733,ENSG00000125812,ortholog_one2one
ENSCJAG00000011314,ENSG00000065308,ortholog_one2one
ENSCJAG00000062415,ENSG00000188659,ortholog_one2one
ENSCJAG00000018201,ENSG00000169683,ortholog_one2one
ENSCJAG00000079498,ENSG00000179813,ortholog_one2one
ENSCJAG00000063407,ENSG00000178597,ortholog_one2one
ENSCJAG00000021585,ENSG00000182183,ortholog_one2one
ENSCJAG00000017594,ENSG00000133106,ortholog_one2one
ENSCJAG00000016848,ENSG00000146005,ortholog_one2one
ENSCJAG00000054201,ENSG00000116157,ortholog_one2one
ENSCJAG00000038767,ENSG00000137449,ortholog_one2one
ENSCJAG00000020838,ENSG00000117602,ortholog_one2one
ENSCJAG00000002791,ENSG00000162592,ortholog_one2one
ENSCJAG00000014341,ENSG00000166579,ortholog_one2one
ENSCJAG00000055490,ENSG00000115474,ortholog_one2one
ENSCJAG00000000712,ENSG00000125814,ortholog_one2one
ENSCJAG00000007173,ENSG00000169991,ortholog_one2one
ENSCJAG00000011309,ENSG00000096092,ortholog_one2one
ENSCJAG00000011341,ENSG00000166260,ortholog_one2one
ENSCJAG00000012794,ENSG00000106733,ortholog_one2one
ENSCJAG00000015607,ENSG00000140598,ortholog_one2one
ENSCJAG00000013948,ENSG00000182600,ortholog_one2one
ENSCJAG00000002604,ENSG00000204394,ortholog_one2one
ENSCJAG00000042100,ENSG00000184454,ortholog_one2one
ENSCJAG00000002323,ENSG00000127603,ortholog_one2one
ENSCJAG00000001034,ENSG00000196526,ortholog_one2one
ENSCJAG00000072875,ENSG00000235169,ortholog_one2one
ENSCJAG00000020846,ENSG00000125826,ortholog_one2one
ENSCJAG00000041540,ENSG00000125823,ortholog_one2one
ENSCJAG00000018194,ENSG00000169750,ortholog_one2one
ENSCJAG00000005682,ENSG00000114933,ortholog_one2one
ENSCJAG00000080392,ENSG00000125831,ortholog_one2one
ENSCJAG00000071289,ENSG00000120675,ortholog_one2one
ENSCJAG00000004540,ENSG00000003400,ortholog_one2one
ENSCJAG00000021588,ENSG00000134744,ortholog_one2one
ENSCJAG00000013953,ENSG00000066248,ortholog_one2one
ENSCJAG00000002819,ENSG00000130764,ortholog_one2one
ENSCJAG00000048198,ENSG00000169738,ortholog_one2one
ENSCJAG00000014005,ENSG00000108094,ortholog_one2one
ENSCJAG00000020822,ENSG00000133226,ortholog_one2one
ENSCJAG00000011347,ENSG00000141198,ortholog_one2one
ENSCJAG00000006031,ENSG00000115290,ortholog_one2one
ENSCJAG00000018159,ENSG00000169733,ortholog_one2one
ENSCJAG00000000697,ENSG00000125815,ortholog_one2one
ENSCJAG00000013977,ENSG00000115488,ortholog_one2one
ENSCJAG00000012808,ENSG00000134996,ortholog_one2one
ENSCJAG00000008043,ENSG00000183496,ortholog_one2one
ENSCJAG00000011685,ENSG00000072210,ortholog_one2one
ENSCJAG00000013979,ENSG00000168918,ortholog_one2one
ENSCJAG00000018123,ENSG00000169727,ortholog_one2one
ENSCJAG00000017557,ENSG00000120658,ortholog_one2one
ENSCJAG00000011268,ENSG00000170899,ortholog_one2one
ENSCJAG00000002820,ENSG00000116198,ortholog_one2one
ENSCJAG00000013580,ENSG00000048707,ortholog_one2one
ENSCJAG00000044708,ENSG00000182263,ortholog_one2one
ENSCJAG00000004551,ENSG00000064012,ortholog_one2one
ENSCJAG00000084681,ENSG00000173335,ortholog_one2one
ENSCJAG00000080887,ENSG00000204392,ortholog_one2one
ENSCJAG00000014308,ENSG00000133026,ortholog_one2one
ENSCJAG00000077193,ENSG00000020633,ortholog_one2one
ENSCJAG00000039993,ENSG00000113211,ortholog_one2one
ENSCJAG00000020847,ENSG00000125875,ortholog_one2one
ENSCJAG00000005725,ENSG00000023228,ortholog_one2one
ENSCJAG00000011214,ENSG00000112144,ortholog_one2one
ENSCJAG00000036809,ENSG00000101439,ortholog_one2one
ENSCJAG00000021594,ENSG00000134748,ortholog_one2one
ENSCJAG00000013995,ENSG00000085978,ortholog_one2one
ENSCJAG00000018104,ENSG00000169718,ortholog_one2one
ENSCJAG00000006886,ENSG00000127481,ortholog_one2one
ENSCJAG00000051381,ENSG00000201823,ortholog_one2one
ENSCJAG00000077866,ENSG00000113212,ortholog_one2one
ENSCJAG00000004558,ENSG00000155749,ortholog_one2one
ENSCJAG00000072174,ENSG00000120322,ortholog_one2one
ENSCJAG00000007980,ENSG00000188869,ortholog_one2one
ENSCJAG00000021595,ENSG00000085840,ortholog_one2one
ENSCJAG00000036139,ENSG00000204386,ortholog_one2one
ENSCJAG00000016833,ENSG00000158458,ortholog_one2one
ENSCJAG00000017551,ENSG00000151773,ortholog_one2one
ENSCJAG00000012166,ENSG00000038219,ortholog_one2one
ENSCJAG00000046570,ENSG00000117614,ortholog_one2one
ENSCJAG00000006425,ENSG00000130294,ortholog_one2one
ENSCJAG00000083491,ENSG00000177839,ortholog_one2one
ENSCJAG00000037422,ENSG00000170367,ortholog_one2one
ENSCJAG00000081692,ENSG00000172345,ortholog_one2one
ENSCJAG00000084194,ENSG00000120324,ortholog_one2one
ENSCJAG00000017549,ENSG00000179630,ortholog_one2one
ENSCJAG00000004568,ENSG00000115993,ortholog_one2one
ENSCJAG00000012841,ENSG00000099139,ortholog_one2one
ENSCJAG00000014018,ENSG00000130561,ortholog_one2one
ENSCJAG00000018568,ENSG00000117616,ortholog_one2one
ENSCJAG00000075757,ENSG00000197479,ortholog_one2one
ENSCJAG00000002834,ENSG00000169598,ortholog_one2one
ENSCJAG00000018059,ENSG00000169710,ortholog_one2one
ENSCJAG00000044366,ENSG00000109705,ortholog_one2one
ENSCJAG00000011748,ENSG00000180638,ortholog_one2one
ENSCJAG00000015521,ENSG00000162390,ortholog_one2one
ENSCJAG00000005995,ENSG00000184611,ortholog_one2one
ENSCJAG00000021596,ENSG00000154222,ortholog_one2one
ENSCJAG00000046278,ENSG00000101463,ortholog_one2one
ENSCJAG00000080089,ENSG00000120327,ortholog_one2one
ENSCJAG00000042701,ENSG00000112146,ortholog_one2one
ENSCJAG00000056521,ENSG00000113248,ortholog_one2one
ENSCJAG00000039485,ENSG00000145284,ortholog_one2one
ENSCJAG00000044784,ENSG00000183726,ortholog_one2one
ENSCJAG00000002493,ENSG00000204385,ortholog_one2one
ENSCJAG00000047684,ENSG00000178913,ortholog_one2one
ENSCJAG00000000992,ENSG00000118412,ortholog_one2one
ENSCJAG00000011392,ENSG00000154975,ortholog_one2one
ENSCJAG00000007856,ENSG00000172349,ortholog_one2one
ENSCJAG00000001053,ENSG00000163995,ortholog_one2one
ENSCJAG00000042244,ENSG00000120329,ortholog_one2one
ENSCJAG00000002869,ENSG00000198912,ortholog_one2one
ENSCJAG00000075831,ENSG00000151778,ortholog_one2one
ENSCJAG00000014066,ENSG00000095794,ortholog_one2one
ENSCJAG00000085161,ENSG00000101474,ortholog_one2one
ENSCJAG00000014047,ENSG00000077044,ortholog_one2one
ENSCJAG00000081174,ENSG00000249242,ortholog_one2one
ENSCJAG00000009821,ENSG00000005961,ortholog_one2one
ENSCJAG00000012136,ENSG00000157869,ortholog_one2one
ENSCJAG00000004661,ENSG00000082146,ortholog_one2one
ENSCJAG00000012056,ENSG00000112499,ortholog_one2one
ENSCJAG00000048699,ENSG00000145293,ortholog_one2one
ENSCJAG00000043062,ENSG00000244476,ortholog_one2one
ENSCJAG00000021597,ENSG00000157077,ortholog_one2one
ENSCJAG00000048473,ENSG00000077984,ortholog_one2one
ENSCJAG00000012093,ENSG00000146477,ortholog_one2one
ENSCJAG00000015197,ENSG00000152795,ortholog_one2one
ENSCJAG00000036751,ENSG00000262576,ortholog_one2one
ENSCJAG00000018041,ENSG00000176155,ortholog_one2one
ENSCJAG00000004698,ENSG00000155754,ortholog_one2one
ENSCJAG00000045732,ENSG00000197977,ortholog_one2one
ENSCJAG00000042501,ENSG00000125878,ortholog_one2one
ENSCJAG00000026490,ENSG00000196581,ortholog_one2one
ENSCJAG00000019808,ENSG00000102804,ortholog_one2one
ENSCJAG00000018625,ENSG00000204178,ortholog_one2one
ENSCJAG00000013146,ENSG00000273540,ortholog_one2one
ENSCJAG00000020869,ENSG00000271303,ortholog_one2one
ENSCJAG00000011784,ENSG00000108602,ortholog_one2one
ENSCJAG00000079175,ENSG00000137270,ortholog_one2one
ENSCJAG00000020870,ENSG00000215397,ortholog_one2one
ENSCJAG00000009366,ENSG00000157978,ortholog_one2one
ENSCJAG00000005993,ENSG00000115271,ortholog_one2one
ENSCJAG00000018255,ENSG00000161973,ortholog_one2one
ENSCJAG00000012457,ENSG00000169554,ortholog_one2one
ENSCJAG00000018369,ENSG00000011258,ortholog_one2one
ENSCJAG00000024801,ENSG00000207406,ortholog_one2one
ENSCJAG00000077852,ENSG00000183671,ortholog_one2one
ENSCJAG00000004369,ENSG00000203995,ortholog_one2one
ENSCJAG00000015564,ENSG00000162391,ortholog_one2one
ENSCJAG00000014074,ENSG00000085982,ortholog_one2one
ENSCJAG00000011340,ENSG00000274349,ortholog_one2one
ENSCJAG00000015165,ENSG00000138668,ortholog_one2one
ENSCJAG00000074183,ENSG00000185156,ortholog_one2one
ENSCJAG00000055791,ENSG00000156206,ortholog_one2one
ENSCJAG00000020873,ENSG00000101276,ortholog_one2one
ENSCJAG00000047468,ENSG00000185129,ortholog_one2one
ENSCJAG00000005025,ENSG00000153157,ortholog_one2one
ENSCJAG00000011837,ENSG00000154930,ortholog_one2one
ENSCJAG00000011119,ENSG00000012660,ortholog_one2one
ENSCJAG00000043302,ENSG00000182700,ortholog_one2one
ENSCJAG00000018034,ENSG00000141526,ortholog_one2one
ENSCJAG00000004720,ENSG00000155755,ortholog_one2one
ENSCJAG00000009386,ENSG00000117643,ortholog_one2one
ENSCJAG00000018268,ENSG00000276231,ortholog_one2one
ENSCJAG00000005812,ENSG00000204186,ortholog_one2one
ENSCJAG00000007611,ENSG00000125898,ortholog_one2one
ENSCJAG00000067614,ENSG00000243678,ortholog_one2one
ENSCJAG00000047318,ENSG00000120306,ortholog_one2one
ENSCJAG00000007827,ENSG00000140406,ortholog_one2one
ENSCJAG00000013086,ENSG00000266967,ortholog_one2one
ENSCJAG00000020879,ENSG00000101280,ortholog_one2one
ENSCJAG00000019195,ENSG00000083635,ortholog_one2one
ENSCJAG00000048641,ENSG00000117899,ortholog_one2one
ENSCJAG00000004375,ENSG00000121310,ortholog_one2one
ENSCJAG00000006824,ENSG00000127463,ortholog_one2one
ENSCJAG00000043672,ENSG00000113068,ortholog_one2one
ENSCJAG00000020885,ENSG00000101282,ortholog_one2one
ENSCJAG00000015580,ENSG00000184313,ortholog_one2one
ENSCJAG00000017987,ENSG00000141551,ortholog_one2one
ENSCJAG00000018276,ENSG00000141506,ortholog_one2one
ENSCJAG00000019204,ENSG00000133114,ortholog_one2one
ENSCJAG00000016803,ENSG00000113070,ortholog_one2one
ENSCJAG00000020886,ENSG00000125818,ortholog_one2one
ENSCJAG00000018395,ENSG00000239672,ortholog_one2one
ENSCJAG00000011063,ENSG00000001084,ortholog_one2one
ENSCJAG00000040406,ENSG00000162430,ortholog_one2one
ENSCJAG00000005821,ENSG00000114948,ortholog_one2one
ENSCJAG00000005956,ENSG00000115267,ortholog_one2one
ENSCJAG00000017973,ENSG00000131504,ortholog_one2one
ENSCJAG00000014076,ENSG00000108100,ortholog_one2one
ENSCJAG00000044822,ENSG00000065320,ortholog_one2one
ENSCJAG00000017974,ENSG00000141574,ortholog_one2one
ENSCJAG00000020890,ENSG00000125895,ortholog_one2one
ENSCJAG00000011832,ENSG00000083290,ortholog_one2one
ENSCJAG00000016762,ENSG00000113073,ortholog_one2one
ENSCJAG00000055837,ENSG00000117640,ortholog_one2one
ENSCJAG00000006812,ENSG00000053372,ortholog_one2one
ENSCJAG00000071247,ENSG00000182459,ortholog_one2one
ENSCJAG00000063981,ENSG00000215595,ortholog_one2one
ENSCJAG00000013097,ENSG00000131482,ortholog_one2one
ENSCJAG00000019220,ENSG00000188342,ortholog_one2one
ENSCJAG00000028970,ENSG00000207807,ortholog_one2one
ENSCJAG00000013026,ENSG00000140538,ortholog_one2one
ENSCJAG00000074829,ENSG00000162396,ortholog_one2one
ENSCJAG00000039857,ENSG00000181408,ortholog_one2one
ENSCJAG00000012176,ENSG00000085511,ortholog_one2one
ENSCJAG00000004449,ENSG00000116171,ortholog_one2one
ENSCJAG00000069727,ENSG00000100987,ortholog_one2one
ENSCJAG00000060460,ENSG00000181396,ortholog_one2one
ENSCJAG00000012613,ENSG00000170310,ortholog_one2one
ENSCJAG00000009447,ENSG00000127423,ortholog_one2one
ENSCJAG00000006333,ENSG00000081479,ortholog_one2one
ENSCJAG00000018086,ENSG00000171720,ortholog_one2one
ENSCJAG00000015611,ENSG00000243725,ortholog_one2one
ENSCJAG00000000076,ENSG00000131697,ortholog_one2one
ENSCJAG00000056150,ENSG00000180332,ortholog_one2one
ENSCJAG00000021977,ENSG00000182749,ortholog_one2one
ENSCJAG00000013904,ENSG00000125089,ortholog_one2one
ENSCJAG00000011053,ENSG00000124743,ortholog_one2one
ENSCJAG00000045281,ENSG00000211454,ortholog_one2one
ENSCJAG00000017945,ENSG00000169660,ortholog_one2one
ENSCJAG00000018091,ENSG00000164620,ortholog_one2one
ENSCJAG00000009462,ENSG00000117632,ortholog_one2one
ENSCJAG00000020893,ENSG00000244588,ortholog_one2one
ENSCJAG00000015639,ENSG00000006555,ortholog_one2one
ENSCJAG00000040192,ENSG00000283329,ortholog_one2one
ENSCJAG00000037618,ENSG00000204371,ortholog_one2one
ENSCJAG00000014112,ENSG00000177291,ortholog_one2one
ENSCJAG00000009489,ENSG00000158006,ortholog_one2one
ENSCJAG00000005926,ENSG00000232125,ortholog_one2one
ENSCJAG00000010969,ENSG00000137269,ortholog_one2one
ENSCJAG00000017943,ENSG00000178927,ortholog_one2one
ENSCJAG00000046747,ENSG00000131471,ortholog_one2one
ENSCJAG00000069147,ENSG00000177283,ortholog_one2one
ENSCJAG00000015646,ENSG00000162398,ortholog_one2one
ENSCJAG00000016624,ENSG00000131503,ortholog_one2one
ENSCJAG00000012652,ENSG00000166596,ortholog_one2one
ENSCJAG00000072254,ENSG00000170801,ortholog_one2one
ENSCJAG00000006403,ENSG00000172482,ortholog_one2one
ENSCJAG00000006796,ENSG00000053371,ortholog_one2one
ENSCJAG00000009501,ENSG00000158008,ortholog_one2one
ENSCJAG00000005953,ENSG00000138400,ortholog_one2one
ENSCJAG00000015653,ENSG00000116133,ortholog_one2one
ENSCJAG00000005971,ENSG00000118246,ortholog_one2one
ENSCJAG00000020901,ENSG00000125775,ortholog_one2one
ENSCJAG00000018448,ENSG00000008294,ortholog_one2one
ENSCJAG00000011698,ENSG00000100994,ortholog_one2one
ENSCJAG00000043939,ENSG00000174032,ortholog_one2one
ENSCJAG00000063806,ENSG00000214078,ortholog_one2one
ENSCJAG00000064930,ENSG00000174348,ortholog_one2one
ENSCJAG00000006785,ENSG00000040487,ortholog_one2one
ENSCJAG00000047141,ENSG00000181778,ortholog_one2one
ENSCJAG00000012679,ENSG00000154914,ortholog_one2one
ENSCJAG00000005868,ENSG00000078098,ortholog_one2one
ENSCJAG00000018093,ENSG00000197948,ortholog_one2one
ENSCJAG00000009522,ENSG00000158014,ortholog_one2one
ENSCJAG00000020908,ENSG00000088832,ortholog_one2one
ENSCJAG00000013708,ENSG00000162496,ortholog_one2one
ENSCJAG00000017926,ENSG00000141562,ortholog_one2one
ENSCJAG00000012700,ENSG00000184544,ortholog_one2one
ENSCJAG00000015669,ENSG00000143001,ortholog_one2one
ENSCJAG00000005991,ENSG00000144410,ortholog_one2one
ENSCJAG00000041408,ENSG00000243056,ortholog_one2one
ENSCJAG00000016121,ENSG00000154330,ortholog_one2one
ENSCJAG00000013019,ENSG00000259494,ortholog_one2one
ENSCJAG00000007110,ENSG00000087008,ortholog_one2one
ENSCJAG00000012714,ENSG00000214978,ortholog_one2one
ENSCJAG00000013012,ENSG00000181991,ortholog_one2one
ENSCJAG00000006715,ENSG00000077549,ortholog_one2one
ENSCJAG00000042101,ENSG00000162399,ortholog_one2one
ENSCJAG00000006023,ENSG00000118263,ortholog_one2one
ENSCJAG00000012719,ENSG00000065325,ortholog_one2one
ENSCJAG00000009571,ENSG00000158022,ortholog_one2one
ENSCJAG00000006386,ENSG00000172478,ortholog_one2one
ENSCJAG00000019251,ENSG00000136152,ortholog_one2one
ENSCJAG00000012996,ENSG00000140543,ortholog_one2one
ENSCJAG00000013722,ENSG00000188984,ortholog_one2one
ENSCJAG00000015682,ENSG00000169174,ortholog_one2one
ENSCJAG00000013111,ENSG00000131467,ortholog_one2one
ENSCJAG00000011491,ENSG00000187634,ortholog_one2one
ENSCJAG00000010939,ENSG00000146147,ortholog_one2one
ENSCJAG00000020931,ENSG00000196209,ortholog_one2one
ENSCJAG00000004493,ENSG00000162383,ortholog_one2one
ENSCJAG00000005852,ENSG00000115263,ortholog_one2one
ENSCJAG00000012758,ENSG00000109047,ortholog_one2one
ENSCJAG00000021312,ENSG00000137203,ortholog_one2one
ENSCJAG00000004750,ENSG00000082126,ortholog_one2one
ENSCJAG00000021498,ENSG00000155275,ortholog_one2one
ENSCJAG00000064544,ENSG00000175087,ortholog_one2one
ENSCJAG00000017715,ENSG00000061656,ortholog_one2one
ENSCJAG00000016553,ENSG00000113108,ortholog_one2one
ENSCJAG00000017923,ENSG00000141568,ortholog_one2one
ENSCJAG00000039371,ENSG00000197245,ortholog_one2one
ENSCJAG00000075544,ENSG00000226321,ortholog_one2one
ENSCJAG00000012988,ENSG00000181026,ortholog_one2one
ENSCJAG00000040949,ENSG00000157330,ortholog_one2one
ENSCJAG00000021496,ENSG00000155269,ortholog_one2one
ENSCJAG00000073347,ENSG00000165837,ortholog_one2one
ENSCJAG00000040746,ENSG00000282872,ortholog_one2one
ENSCJAG00000034923,ENSG00000172183,ortholog_one2one
ENSCJAG00000004512,ENSG00000157184,ortholog_one2one
ENSCJAG00000042917,ENSG00000141580,ortholog_one2one
ENSCJAG00000006039,ENSG00000118260,ortholog_one2one
ENSCJAG00000005739,ENSG00000197635,ortholog_one2one
ENSCJAG00000012944,ENSG00000157766,ortholog_one2one
ENSCJAG00000011380,ENSG00000188976,ortholog_one2one
ENSCJAG00000042308,ENSG00000174015,ortholog_one2one
ENSCJAG00000021495,ENSG00000109625,ortholog_one2one
ENSCJAG00000064285,ENSG00000125900,ortholog_one2one
ENSCJAG00000004526,ENSG00000162384,ortholog_one2one
ENSCJAG00000074508,ENSG00000293600,ortholog_one2one
ENSCJAG00000017733,ENSG00000125991,ortholog_one2one
ENSCJAG00000011871,ENSG00000108599,ortholog_one2one
ENSCJAG00000013144,ENSG00000126581,ortholog_one2one
ENSCJAG00000012323,ENSG00000026652,ortholog_one2one
ENSCJAG00000038978,ENSG00000176087,ortholog_one2one
ENSCJAG00000017902,ENSG00000141542,ortholog_one2one
ENSCJAG00000012941,ENSG00000140511,ortholog_one2one
ENSCJAG00000009629,ENSG00000142675,ortholog_one2one
ENSCJAG00000042378,ENSG00000162385,ortholog_one2one
ENSCJAG00000037008,ENSG00000187961,ortholog_one2one
ENSCJAG00000052964,ENSG00000170458,ortholog_one2one
ENSCJAG00000047793,ENSG00000141560,ortholog_one2one
ENSCJAG00000006072,ENSG00000144401,ortholog_one2one
ENSCJAG00000016529,ENSG00000113119,ortholog_one2one
ENSCJAG00000006699,ENSG00000158747,ortholog_one2one
ENSCJAG00000012940,ENSG00000140545,ortholog_one2one
ENSCJAG00000011654,ENSG00000100997,ortholog_one2one
ENSCJAG00000012759,ENSG00000007237,ortholog_one2one
ENSCJAG00000017799,ENSG00000125975,ortholog_one2one
ENSCJAG00000015739,ENSG00000162402,ortholog_one2one
ENSCJAG00000017895,ENSG00000167363,ortholog_one2one
ENSCJAG00000013769,ENSG00000162494,ortholog_one2one
ENSCJAG00000006352,ENSG00000162804,ortholog_one2one
ENSCJAG00000016366,ENSG00000113141,ortholog_one2one
ENSCJAG00000013772,ENSG00000162493,ortholog_one2one
ENSCJAG00000010887,ENSG00000137251,ortholog_one2one
ENSCJAG00000000086,ENSG00000069424,ortholog_one2one
ENSCJAG00000065417,ENSG00000158748,ortholog_one2one
ENSCJAG00000018098,ENSG00000120318,ortholog_one2one
ENSCJAG00000012355,ENSG00000185345,ortholog_one2one
ENSCJAG00000046418,ENSG00000176563,ortholog_one2one
ENSCJAG00000011640,ENSG00000101003,ortholog_one2one
ENSCJAG00000002901,ENSG00000163249,ortholog_one2one
ENSCJAG00000045933,ENSG00000236782,ortholog_one2one
ENSCJAG00000006639,ENSG00000162542,ortholog_one2one
ENSCJAG00000021320,ENSG00000124786,ortholog_one2one
ENSCJAG00000017857,ENSG00000141556,ortholog_one2one
ENSCJAG00000082373,ENSG00000187583,ortholog_one2one
ENSCJAG00000011930,ENSG00000197566,ortholog_one2one
ENSCJAG00000047238,ENSG00000204612,ortholog_one2one
ENSCJAG00000021525,ENSG00000155657,ortholog_one2one
ENSCJAG00000073988,ENSG00000140526,ortholog_one2one
ENSCJAG00000016359,ENSG00000120314,ortholog_one2one
ENSCJAG00000041927,ENSG00000183978,ortholog_one2one
ENSCJAG00000009432,ENSG00000165630,ortholog_one2one
ENSCJAG00000016345,ENSG00000256453,ortholog_one2one
ENSCJAG00000009681,ENSG00000188782,ortholog_one2one
ENSCJAG00000017803,ENSG00000126001,ortholog_one2one
ENSCJAG00000022490,ENSG00000163251,ortholog_one2one
ENSCJAG00000023244,ENSG00000178828,ortholog_one2one
ENSCJAG00000012881,ENSG00000140522,ortholog_one2one
ENSCJAG00000013782,ENSG00000116731,ortholog_one2one
ENSCJAG00000017892,ENSG00000141579,ortholog_one2one
ENSCJAG00000041808,ENSG00000141040,ortholog_one2one
ENSCJAG00000041239,ENSG00000124767,ortholog_one2one
ENSCJAG00000079478,ENSG00000124802,ortholog_one2one
ENSCJAG00000012365,ENSG00000112530,ortholog_one2one
ENSCJAG00000002896,ENSG00000178385,ortholog_one2one
ENSCJAG00000011624,ENSG00000101004,ortholog_one2one
ENSCJAG00000004555,ENSG00000157193,ortholog_one2one
ENSCJAG00000009698,ENSG00000130695,ortholog_one2one
ENSCJAG00000010580,ENSG00000188428,ortholog_one2one
ENSCJAG00000044185,ENSG00000204366,ortholog_one2one
ENSCJAG00000012809,ENSG00000140525,ortholog_one2one
ENSCJAG00000017835,ENSG00000175711,ortholog_one2one
ENSCJAG00000086937,ENSG00000187642,ortholog_one2one
ENSCJAG00000005614,ENSG00000144290,ortholog_one2one
ENSCJAG00000013197,ENSG00000126562,ortholog_one2one
ENSCJAG00000011947,ENSG00000181350,ortholog_one2one
ENSCJAG00000016282,ENSG00000170445,ortholog_one2one
ENSCJAG00000043879,ENSG00000188290,ortholog_one2one
ENSCJAG00000008738,ENSG00000106772,ortholog_one2one
ENSCJAG00000012368,ENSG00000112531,ortholog_one2one
ENSCJAG00000011428,ENSG00000187608,ortholog_one2one
ENSCJAG00000040511,ENSG00000142669,ortholog_one2one
ENSCJAG00000021322,ENSG00000239264,ortholog_one2one
ENSCJAG00000017834,ENSG00000176845,ortholog_one2one
ENSCJAG00000017826,ENSG00000125965,ortholog_one2one
ENSCJAG00000006633,ENSG00000169914,ortholog_one2one
ENSCJAG00000009404,ENSG00000151474,ortholog_one2one
ENSCJAG00000002416,ENSG00000166278,ortholog_one2one
ENSCJAG00000012773,ENSG00000140521,ortholog_one2one
ENSCJAG00000021326,ENSG00000153162,ortholog_one2one
ENSCJAG00000006628,ENSG00000188784,ortholog_one2one
ENSCJAG00000005738,ENSG00000124721,ortholog_one2one
ENSCJAG00000004452,ENSG00000102699,ortholog_one2one
ENSCJAG00000009748,ENSG00000158062,ortholog_one2one
ENSCJAG00000041650,ENSG00000006788,ortholog_one2one
ENSCJAG00000013276,ENSG00000131475,ortholog_one2one
ENSCJAG00000054474,ENSG00000140519,ortholog_one2one
ENSCJAG00000006346,ENSG00000122085,ortholog_one2one
ENSCJAG00000004525,ENSG00000196199,ortholog_one2one
ENSCJAG00000004682,ENSG00000143006,ortholog_one2one
ENSCJAG00000006614,ENSG00000188257,ortholog_one2one
ENSCJAG00000013296,ENSG00000131477,ortholog_one2one
ENSCJAG00000018174,ENSG00000156453,ortholog_one2one
ENSCJAG00000008920,ENSG00000189337,ortholog_one2one
ENSCJAG00000073377,ENSG00000115687,ortholog_one2one
ENSCJAG00000017831,ENSG00000101019,ortholog_one2one
ENSCJAG00000021330,ENSG00000168566,ortholog_one2one
ENSCJAG00000004554,ENSG00000121390,ortholog_one2one
ENSCJAG00000048461,ENSG00000170191,ortholog_one2one
ENSCJAG00000004690,ENSG00000174332,ortholog_one2one
ENSCJAG00000079859,ENSG00000127472,ortholog_one2one
ENSCJAG00000012742,ENSG00000140534,ortholog_one2one
ENSCJAG00000016237,ENSG00000112855,ortholog_one2one
ENSCJAG00000046689,ENSG00000133020,ortholog_one2one
ENSCJAG00000073809,ENSG00000169442,ortholog_one2one
ENSCJAG00000006275,ENSG00000115685,ortholog_one2one
ENSCJAG00000011412,ENSG00000188157,ortholog_one2one
ENSCJAG00000070261,ENSG00000117215,ortholog_one2one
ENSCJAG00000011611,ENSG00000130684,ortholog_one2one
ENSCJAG00000009401,ENSG00000065809,ortholog_one2one
ENSCJAG00000021333,ENSG00000096696,ortholog_one2one
ENSCJAG00000004584,ENSG00000132950,ortholog_one2one
ENSCJAG00000009763,ENSG00000176092,ortholog_one2one
ENSCJAG00000006586,ENSG00000158786,ortholog_one2one
ENSCJAG00000002263,ENSG00000204351,ortholog_one2one
ENSCJAG00000013311,ENSG00000108799,ortholog_one2one
ENSCJAG00000012723,ENSG00000166813,ortholog_one2one
ENSCJAG00000018193,ENSG00000081791,ortholog_one2one
ENSCJAG00000000101,ENSG00000116254,ortholog_one2one
ENSCJAG00000005603,ENSG00000136535,ortholog_one2one
ENSCJAG00000009793,ENSG00000176083,ortholog_one2one
ENSCJAG00000009397,ENSG00000185267,ortholog_one2one
ENSCJAG00000007663,ENSG00000264424,ortholog_one2one
ENSCJAG00000023243,ENSG00000162543,ortholog_one2one
ENSCJAG00000042960,ENSG00000124784,ortholog_one2one
ENSCJAG00000007088,ENSG00000166823,ortholog_one2one
ENSCJAG00000064163,ENSG00000146205,ortholog_one2one
ENSCJAG00000004621,ENSG00000121741,ortholog_one2one
ENSCJAG00000017842,ENSG00000125998,ortholog_one2one
ENSCJAG00000012709,ENSG00000166819,ortholog_one2one
ENSCJAG00000043015,ENSG00000113555,ortholog_one2one
ENSCJAG00000008910,ENSG00000171729,ortholog_one2one
ENSCJAG00000004828,ENSG00000058799,ortholog_one2one
ENSCJAG00000021517,ENSG00000118705,ortholog_one2one
ENSCJAG00000005572,ENSG00000115233,ortholog_one2one
ENSCJAG00000017846,ENSG00000242372,ortholog_one2one
ENSCJAG00000012706,ENSG00000166821,ortholog_one2one
